major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
35-0000	35-3000	35-3020	35-3022	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Food and Beverage Serving Workers	Trabajadores de Servicio de Comidas y Bebidas	Trabajadores de Servicio de Comidas y Bebidas	Fast Food and Counter Workers	Trabajadores en Cómida Rápida y Mostrador	Counter Attendants, Cafeteria, Food Concession, and Coffee Shop	Dependientes de Mostrador, Cafetería, Concesión de Servicio de Comidas y Establecimiento de Servicio de Café	Dependientes de Mostrador, Cafetería, otros
35-0000	35-3000	35-3030	35-3031	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Food and Beverage Serving Workers	Trabajadores de Servicio de Comidas y Bebidas	Trabajadores de Servicio de Comidas y Bebidas	Waiters and Waitresses	Camareros y Camareras	Waiters and Waitresses	Camareros y Camareras	Camareros y Camareras
35-0000	35-3000	35-3040	35-3041	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Food and Beverage Serving Workers	Trabajadores de Servicio de Comidas y Bebidas	Trabajadores de Servicio de Comidas y Bebidas	Food Servers, Nonrestaurant	Servidores de Comida, Excepto Restaurante	Food Servers, Nonrestaurant	Servidores de Comida, Excepto Restaurante	Servidores de Comida, Excepto Restaurante
35-0000	35-9000	35-9010	35-9011	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Other Food Preparation and Serving 	Otros Trabajadores Relacionados con la Preparación y el Servicio de Comidas	Otras de Apoyo en Preparación y Servicio de Comidas	Dining Room and Cafeteria Attendants and Bartender Helpers	Auxiliares de Salón Comedor y Cafetería, y Ayudantes de Cantineros	Dining Room and Cafeteria Attendants and Bartender Helpers	Auxiliares de Salón Comedor y Cafetería, y Ayudantes de Cantineros	Auxiliares de Salón Comedor y Cafetería, Cantinas
35-0000	35-9000	35-9020	35-9021	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Other Food Preparation and Serving 	Otros Trabajadores Relacionados con la Preparación y el Servicio de Comidas	Otras de Apoyo en Preparación y Servicio de Comidas	Dishwashers	Lavaplatos	Dishwashers	Lavaplatos	Lavaplatos
35-0000	35-9000	35-9030	35-9031	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Other Food Preparation and Serving 	Otros Trabajadores Relacionados con la Preparación y el Servicio de Comidas	Otras de Apoyo en Preparación y Servicio de Comidas	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop	Anfitriones de Restaurante, Bar y Establecimiento de Servicio de Café	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop	Anfitriones de Restaurante, Bar y Establecimiento de Servicio de Café	Anfitriones de Restaurante, Bar y Cafés
35-0000	35-9000	35-9090	35-9099	Food Preparation and Serving Related Occupations	Ocupaciones relacionadas con la Preparación y Servicio de Comidas	Other Food Preparation and Serving 	Otros Trabajadores Relacionados con la Preparación y el Servicio de Comidas	Otras de Apoyo en Preparación y Servicio de Comidas	Miscellaneous Food Preparation and Serving Related Workers	Trabajadores Relacionados con la Preparación y el Servicio de Comidas Varios	Food Preparation and Serving Related Workers, All Other	Todos los demás Trabajadores Relacionados con la Preparación y Servicio de Comidas	Otros Relacionados Preparación y Servicio Comidas
37-0000	37-1000	37-1010	37-1011	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Supervisors of Building Cleaning and Maintenance 	Supervisores de Trabajadores de Limpieza de Edificios, Areas Verdes y Mantenimiento	Supervisores de Limpieza y Mantenimiento de Edificios	First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers	Supervisores Directos de Trabajadores de Limpieza de Edificios, Areas Verdes y Mantenimiento	First-Line Supervisors of Housekeeping and Janitorial Workers	Supervisores Directos de Empleados Domésticos y de Limpieza	Supervisores Directos Empleados Domésticos y Limpieza
37-0000	37-1000	37-1010	37-1012	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Supervisors of Building Cleaning and Maintenance 	Supervisores de Trabajadores de Limpieza de Edificios, Areas Verdes y Mantenimiento	Supervisores de Limpieza y Mantenimiento de Edificios	First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers	Supervisores Directos de Trabajadores de Limpieza de Edificios, Areas Verdes y Mantenimiento	First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers	Supervisores Directos de Trabajadores de Jardinería, Mantenimiento de Césped y Terrenos	Supervisores Directos Trabajadores de Jardinería
37-0000	37-2000	37-2010	37-2011	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Building Cleaning Workers	Trabajadores de Limpieza de Edificios y de  Control y Exterminación de Plagas	Trabajadores de Limpieza de Edificios	Building Cleaning Workers	Trabajadores de Limpieza de Edificios	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	Ordenanzas y Empleados de Limpieza, Excepto Empleados Domésticos y Personal de Limpieza de Casas Privadas	Ordenanzas y Empleados de Limpieza
37-0000	37-2000	37-2010	37-2012	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Building Cleaning Workers	Trabajadores de Limpieza de Edificios y de  Control y Exterminación de Plagas	Trabajadores de Limpieza de Edificios	Building Cleaning Workers	Trabajadores de Limpieza de Edificios	Maids and Housekeeping Cleaners	Empleados Domésticos y Personal de Limpieza de Casas Privadas	Empleados Domésticos y Limpieza, Casas Privadas
37-0000	37-2000	37-2010	37-2019	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Building Cleaning Workers	Trabajadores de Limpieza de Edificios y de  Control y Exterminación de Plagas	Trabajadores de Limpieza de Edificios	Building Cleaning Workers	Trabajadores de Limpieza de Edificios	Building Cleaning Workers, All Other	Todos los demás Trabajadores de Limpieza de Edificios	Otros Trabajadores de Limpieza de Edificios
37-0000	37-2000	37-2020	37-2021	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Building Cleaning Workers	Trabajadores de Limpieza de Edificios y de  Control y Exterminación de Plagas	Trabajadores de Limpieza de Edificios	Pest Control Workers	Trabajadores de Control y Exterminación de Plagas	Pest Control Workers	Trabajadores de Control y Exterminación de Plagas	Trabajadores de Control y Exterminación de Plagas
37-0000	37-3000	37-3010	37-3011	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Trabajadores de Mantenimiento de Áreas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Landscaping and Groundskeeping Workers	Trabajadores de Jardinería y Áreas Verdes	Trabajadores de Jardinería y Áreas Verdes
37-0000	37-3000	37-3010	37-3012	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Trabajadores de Mantenimiento de Áreas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Pesticide Handlers, Sprayers, and Applicators, Vegetation	Operadores, Fumigadores y Aplicadores de Pesticidas, Vegetación	Fumigadores, Aplicadores de Pesticidas, Vegetación
37-0000	37-3000	37-3010	37-3013	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Trabajadores de Mantenimiento de Áreas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Tree Trimmers and Pruners	Podadores y Cortadores de Árboles	Podadores y Cortadores de Árboles
37-0000	37-3000	37-3010	37-3019	Building and Grounds Cleaning and Maintenance Occupations	Ocupaciones de Mantenimiento y de Limpieza de Edificios y Areas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Trabajadores de Mantenimiento de Áreas Verdes	Grounds Maintenance Workers	Trabajadores de Mantenimiento de Áreas Verdes	Grounds Maintenance Workers, All Other	Todos los demás Trabajadores de Mantenimiento de Áreas Verdes	Otros Trabajadores de Mantenimiento Áreas Verdes
39-0000	39-1000	39-1010	39-1011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Supervisors of Personal Care and Service Workers	Supervisores de Trabajadores del Cuidado y Servicio Personal	Supervisores de Cuidado y Servicio Personal	First-Line Supervisors of Gaming Workers	Supervisores Directos de Trabajadores de Salas de Juego	Gaming Supervisors	Supervisores de Salas de Juego	Supervisores de Salas de Juego
39-0000	39-1000	39-1010	39-1012	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Supervisors of Personal Care and Service Workers	Supervisores de Trabajadores del Cuidado y Servicio Personal	Supervisores de Cuidado y Servicio Personal	First-Line Supervisors of Gaming Workers	Supervisores Directos de Trabajadores de Salas de Juego	Slot Supervisors	Supervisores de Máquinas Tragamonedas	Supervisores de Máquinas Tragamonedas
39-0000	39-1000	39-1020	39-1021	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Supervisors of Personal Care and Service Workers	Supervisores de Trabajadores del Cuidado y Servicio Personal	Supervisores de Cuidado y Servicio Personal	First-Line Supervisors of Personal Service Workers	Supervisores Directos de Trabajadores de Servicios Personales	First-Line Supervisors of Personal Service Workers	Supervisores Directos de Trabajadores de Servicios Personales	Supervisores Trabajadores de Servicios Personales
39-0000	39-2000	39-2010	39-2011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Animal Care and Service Workers	Trabajadores en el Cuidado y Servicio de Animales	Trabajadores Cuidado y Servicio Animales	Animal Trainers	Adiestradores de Animales	Animal Trainers	Adiestradores de Animales	Adiestradores de Animales
39-0000	39-2000	39-2020	39-2021	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Animal Care and Service Workers	Trabajadores en el Cuidado y Servicio de Animales	Trabajadores Cuidado y Servicio Animales	Nonfarm Animal Caretakers	Cuidadores de Animales, Excepto de Animales de Granja	Nonfarm Animal Caretakers	Cuidadores de Animales, Excepto de Animales de Granja	Cuidadores de Animales, Excepto Animales de Granja
39-0000	39-3000	39-3010	39-3011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Gaming Services Workers	Trabajadores de Servicios de Juego	Gaming Dealers	Operadores de Mesas de Juego	Operadores de Mesas de Juego
39-0000	39-3000	39-3010	39-3012	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Gaming Services Workers	Trabajadores de Servicios de Juego	Gaming and Sports Book Writers and Runners	Receptores y Corredores de Apuestas de Juego y Deportes	Receptores, Corredores Apuestas Juego y Deportes
39-0000	39-3000	39-3010	39-3019	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Gaming Services Workers	Trabajadores de Servicios de Juego	Gaming Service Workers, All Other	Todos los demás Trabajadores de Servicios de Juego	Todos los demás Trabajadores de Servicios de Juego
39-0000	39-3000	39-3020	39-3021	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Motion Picture Projectionists	Operadores de Proyectores de Cine	Motion Picture Projectionists	Operadores de Proyectores de Cine	Operadores de Proyectores de Cine
39-0000	39-3000	39-3030	39-3031	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Ushers, Lobby Attendants, and Ticket Takers	Acomodadores y Controladores de Boletos de Admisión	Ushers, Lobby Attendants, and Ticket Takers	Acomodadores y Controladores de Boletos de Admisión	Acomodadores, Controladores de Boletos de Admisión
39-0000	39-3000	39-3090	39-3091	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Miscellaneous Entertainment Attendants and Related Workers	Asistentes de Diversión yTtrabajadores Relacionados Varios 	Amusement and Recreation Attendants	Asistentes de Establecimientos de Diversión y Recreación	Asistentes Establecimientos Diversión, Recreación
39-0000	39-3000	39-3090	39-3092	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Miscellaneous Entertainment Attendants and Related Workers	Asistentes de Diversión yTtrabajadores Relacionados Varios 	Costume Attendants	Asistentes de Vestuario	Asistentes de Vestuario
39-0000	39-3000	39-3090	39-3093	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Miscellaneous Entertainment Attendants and Related Workers	Asistentes de Diversión yTtrabajadores Relacionados Varios 	Locker Room, Coatroom, and Dressing Room Attendants	Asistentes del Área de Armarios, Guardarropa y Vestidor	Asistentes Área Armarios, Guardarropa y Vestidor
39-0000	39-3000	39-3090	39-3099	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Entertainment Attendants 	Asistentes de Diversión y Trabajadores Relacionados	Asistentes de Entretenimiento 	Miscellaneous Entertainment Attendants and Related Workers	Asistentes de Diversión yTtrabajadores Relacionados Varios 	Entertainment Attendants and Related Workers, All Other	Todos los demás Asistentes de Establecimientos de Entretenimiento y Trabajadores Relacionados	Otros Asistentes Establecimientos Entretenimiento
39-0000	39-4000	39-4010	39-4011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Funeral Service Workers	Trabajadores de Servicios Funébres 	Trabajadores de Servicios Funébres	Embalmers	Embalsamadores	Embalmers	Embalsamadores	Embalsamadores
39-0000	39-4000	39-4020	39-4021	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Funeral Service Workers	Trabajadores de Servicios Funébres 	Trabajadores de Servicios Funébres	Funeral Attendants	Asistentes de Servicios Fúnebres	Funeral Attendants	Asistentes de Servicios Fúnebres	Asistentes de Servicios Fúnebres
39-0000	39-4000	39-4030	39-4031	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Funeral Service Workers	Trabajadores de Servicios Funébres 	Trabajadores de Servicios Funébres	Morticians, Undertakers, and Funeral Directors	Enterradores, Sepultureros y Directores de Ceremonias Fúnebres	Morticians, Undertakers, and Funeral Directors	Enterradores, Sepultureros y Directores de Ceremonias Fúnebres	Sepultureros, Directores Ceremonias Fúnebres
39-0000	39-5000	39-5010	39-5011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Barbers, Hairdressers, Hairstylists and Cosmetologists	Barberos, Peluqueros, Estilistas de Cabello y Cosmetólogos	Barbers	Barberos	Barberos
39-0000	39-5000	39-5010	39-5012	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Barbers, Hairdressers, Hairstylists and Cosmetologists	Barberos, Peluqueros, Estilistas de Cabello y Cosmetólogos	Hairdressers, Hairstylists, and Cosmetologists	Peluqueros, Estilistas de Cabello y Cosmetólogos	Peluqueros, Estilistas de Cabello y Cosmetólogos
39-0000	39-5000	39-5090	39-5091	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Miscellaneous Personal Appearance Workers	Trabajadores en Apariencia Personal Varios	Makeup Artists, Theatrical and Performance	Maquilladores Artísticos, Teatrales y de Actores	Maquilladores Artísticos, Teatrales y de Actores
39-0000	39-5000	39-5090	39-5092	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Miscellaneous Personal Appearance Workers	Trabajadores en Apariencia Personal Varios	Manicurists and Pedicurists	Manicuristas y Pedicuristas	Manicuristas y Pedicuristas
39-0000	39-5000	39-5090	39-5093	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Miscellaneous Personal Appearance Workers	Trabajadores en Apariencia Personal Varios	Shampooers	Lavadores de Cabello	Lavadores de Cabello
39-0000	39-5000	39-5090	39-5094	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Personal Appearance Workers	Trabajadores en Apariencia Personal	Trabajadores en Apariencia Personal	Miscellaneous Personal Appearance Workers	Trabajadores en Apariencia Personal Varios	Skincare Specialists	Especialistas en Cuidados de la Piel	Especialistas en Cuidados de la Piel
39-0000	39-6000	39-6010	39-6011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Porters, Bellhops, and Concierges	Maleteros, Botones, y Porteros	Maleteros, Botones, y Porteros	Baggage Porters, Bellhops, and Concierges	Maleteros, Botones, y Porteros	Baggage Porters and Bellhops	Maleteros y Botones	Maleteros y Botones
39-0000	39-6000	39-6010	39-6012	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Porters, Bellhops, and Concierges	Maleteros, Botones, y Porteros	Maleteros, Botones, y Porteros	Baggage Porters, Bellhops, and Concierges	Maleteros, Botones, y Porteros	Concierges	Porteros	Porteros
39-0000	39-7000	39-7010	39-7011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Tour and Travel Guides	Guías de Excursiones y Viajes	Guías de Excursiones y Viajes	Tour and Travel Guides	Guías de Excursiones y Viajes	Tour Guides and Escorts	Guías y Escoltas de Excursiones	Guías y Escoltas de Excursiones
39-0000	39-7000	39-7010	39-7012	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Tour and Travel Guides	Guías de Excursiones y Viajes	Guías de Excursiones y Viajes	Tour and Travel Guides	Guías de Excursiones y Viajes	Travel Guides	Guías de Viajes	Guías de Viajes
39-0000	39-9000	39-9010	39-9011	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Childcare Workers	Trabajadores de Cuidado de Niños	Childcare Workers	Trabajadores de Cuidado de Niños	Trabajadores de Cuidado de Niños
39-0000	39-9000	39-9020	39-9021	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Personal Care Aides	Auxiliares de Cuidado Personal	Personal Care Aides	Auxiliares de Cuidado Personal	Auxiliares de Cuidado Personal
39-0000	39-9000	39-9030	39-9031	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Recreation and Fitness Workers	Trabajdores de Actividades Recreativas y de Acondicionamiento Físico	Fitness Trainers and Aerobics Instructors	Entrenadores de Acondicionamiento Físico e Instructores de Ejercicios Aeróbicos	Entrenadores Acondicionamiento Físico, Instructores Aeróbicos
39-0000	39-9000	39-9030	39-9032	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Recreation and Fitness Workers	Trabajdores de Actividades Recreativas y de Acondicionamiento Físico	Recreation Workers	Trabajadores de Actividades Recreativas	Trabajadores de Actividades Recreativas
39-0000	39-9000	39-9040	39-9041	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Residential Advisors	Coordinadores de Residencias Comunitarias	Residential Advisors	Coordinadores de Residencias Comunitarias	Coordinadores de Residencias Comunitarias
39-0000	39-9000	39-9090	39-9099	Personal Care and Service Occupations	Ocupaciones del Cuidado y Servicio Personal	Other Personal Care and Service Workers	Otros Trabajadores del Cuidado y Servicio Personal	Otras del Cuidado y Servicio Personal	Miscellaneous Personal Care and Service Workers	Trabajadores del Cuidado y Servicio Personal Varios 	Personal Care and Service Workers, All Other	Todos los demás Trabajadores de Ocupaciones Relacionadas con el Cuidado y Servicio Personal	Otros Relacionados con Cuidado y Servicio Personal
41-0000	41-1000	41-1010	41-1011	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Supervisors of Sales Workers	Supervisores de Trabajadores de Ventas	Supervisores de Ventas	First-Line Supervisors of Sales Workers	Supervisores Directos de Trabajadores de Ventas	First-Line Supervisors of Retail Sales Workers	Supervisores Directos de Trabajadores de Ventas Minoristas	Supervisores Trabajadores de Ventas Minoristas
41-0000	41-1000	41-1010	41-1012	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Supervisors of Sales Workers	Supervisores de Trabajadores de Ventas	Supervisores de Ventas	First-Line Supervisors of Sales Workers	Supervisores Directos de Trabajadores de Ventas	First-Line Supervisors of Non-Retail Sales Workers	Supervisores Directos de Trabajadores de Ventas, Excepto Ventas Minoristas	Supervisores Trabajadores de Ventas, no Minoristas
41-0000	41-2000	41-2010	41-2011	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Retail Sales Workers	Trabajadores de Ventas Minoristas	Trabajadores de Ventas Minoristas	Cashiers	Cajeros	Cashiers	Cajeros	Cajeros
41-0000	41-2000	41-2010	41-2012	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Retail Sales Workers	Trabajadores de Ventas Minoristas	Trabajadores de Ventas Minoristas	Cashiers	Cajeros	Gaming Change Persons and Booth Cashiers	Encargados de Cambio y Cajeros de Cabina de Salas de Juego	Encargados de Cambio y Cajeros Salas de Juego
41-0000	41-2000	41-2020	41-2021	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Retail Sales Workers	Trabajadores de Ventas Minoristas	Trabajadores de Ventas Minoristas	Counter and Rental Clerks and Parts Salespersons	Empleados de Mostrador y de Alquiler y Vendedores de Piezas	Counter and Rental Clerks	Empleados de Mostrador y de Alquiler	Empleados de Mostrador y de Alquiler
41-0000	41-2000	41-2020	41-2022	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Retail Sales Workers	Trabajadores de Ventas Minoristas	Trabajadores de Ventas Minoristas	Counter and Rental Clerks and Parts Salespersons	Empleados de Mostrador y de Alquiler y Vendedores de Piezas	Parts Salespersons	Vendedores de Piezas	Vendedores de Piezas
41-0000	41-2000	41-2030	41-2031	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Retail Sales Workers	Trabajadores de Ventas Minoristas	Trabajadores de Ventas Minoristas	Retail Salespersons	Vendedores Minoristas	Retail Salespersons	Vendedores Minoristas	Vendedores Minoristas
41-0000	41-3000	41-3010	41-3011	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Services	Representantes de Ventas, Servicios	Representantes de Ventas, Servicios	Advertising Sales Agents	Agentes de Venta de Publicidad	Advertising Sales Agents	Agentes de Venta de Publicidad	Agentes de Venta de Publicidad
41-0000	41-3000	41-3020	41-3021	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Services	Representantes de Ventas, Servicios	Representantes de Ventas, Servicios	Insurance Sales Agents	Agentes de Venta de Seguros	Insurance Sales Agents	Agentes de Venta de Seguros	Agentes de Venta de Seguros
41-0000	41-3000	41-3030	41-3031	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Services	Representantes de Ventas, Servicios	Representantes de Ventas, Servicios	Securities, Commodities, and Financial Services Sales Agents	Agentes de Venta de Valores, Productos Básicos y Servicios Financieros	Securities, Commodities, and Financial Services Sales Agents	Agentes de Venta de Valores, Productos Básicos y Servicios Financieros	Agentes de Venta de Valores, Servicios Financieros
41-0000	41-3000	41-3040	41-3041	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Services	Representantes de Ventas, Servicios	Representantes de Ventas, Servicios	Travel Agents	Agentes de Viajes	Travel Agents	Agentes de Viajes	Agentes de Viajes
41-0000	41-3000	41-3090	41-3099	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Services	Representantes de Ventas, Servicios	Representantes de Ventas, Servicios	Miscellaneous Sales Representatives, Services	Representantes de Ventas Varios, Servicios	Sales Representatives, Services, All Other	Todos los demás Representantes de Venta de Servicios	Otros Representantes de Venta de Servicios
41-0000	41-4000	41-4010	41-4011	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Wholesale and Manufacturing	Representantes de Ventas, Mayoristas y de  Productos Manufacturados	Representantes de Ventas Mayoristas y Manufacturas	Sales Representatives, Wholesale and Manufacturing	Representantes de Ventas, Mayoristas y de  Productos Manufacturados	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	Representantes de Ventas Mayoristas y de Productos Manufacturados Técnicos y Científicos	Representantes Ventas Mayoristas, Productos Manufacturados Técnicos y Científicos
41-0000	41-4000	41-4010	41-4012	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Sales Representatives, Wholesale and Manufacturing	Representantes de Ventas, Mayoristas y de  Productos Manufacturados	Representantes de Ventas Mayoristas y Manufacturas	Sales Representatives, Wholesale and Manufacturing	Representantes de Ventas, Mayoristas y de  Productos Manufacturados	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	Representantes de Ventas Mayoristas y de Productos Manufacturados, Excepto de Productos Técnicos y Científicos	Representantes Ventas Mayoristas, Productos Manufacturados no Técnicos y Científicos
41-0000	41-9000	41-9010	41-9011	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Models, Demonstrators, and Product Promoters	Modelos, Demostradores y Promotores de Producto	Demonstrators and Product Promoters	Demostradores y Promotores de Producto	Demostradores y Promotores de Producto
41-0000	41-9000	41-9010	41-9012	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Models, Demonstrators, and Product Promoters	Modelos, Demostradores y Promotores de Producto	Models	Modelos	Modelos
41-0000	41-9000	41-9020	41-9021	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Real Estate Brokers and Sales Agents	Corredores y Agentes de Venta de Bienes Raíces	Real Estate Brokers	Corredores de Bienes Raíces	Corredores de Bienes Raíces
41-0000	41-9000	41-9020	41-9022	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Real Estate Brokers and Sales Agents	Corredores y Agentes de Venta de Bienes Raíces	Real Estate Sales Agents	Agentes de Venta de Bienes Raíces	Agentes de Venta de Bienes Raíces
