major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
25-0000	25-1000	25-1120	25-1124	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	Foreign Language and Literature Teachers, Postsecondary	Profesores de Lengua y Literatura Extranjeras de Nivel Postsecundario	Profesores de Lengua y Literatura Extranjeras, Postsecundario
25-0000	25-1000	25-1120	25-1125	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	History Teachers, Postsecondary	Profesores de Historia de Nivel Postsecundario	Profesores de Historia de Nivel Postsecundario
25-0000	25-1000	25-1120	25-1126	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Arts, Communications, and Humanities Teachers, Postsecondary	Profesores de Arte, Comunicaciones y Humanidades de Nivel Postsecundario	Philosophy and Religion Teachers, Postsecondary	Profesores de Filosofía y Religión de Nivel Postsecundario	Profesores de Filosofía y Religión, Postsecundario
25-0000	25-1000	25-1190	25-1191	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Miscellaneous Postsecondary Teachers	Profesores de Nivel Postsecundario Varios 	Graduate Teaching Assistants	Ayudantes de Cátedra Graduados	Ayudantes de Cátedra Graduados
25-0000	25-1000	25-1190	25-1192	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Miscellaneous Postsecondary Teachers	Profesores de Nivel Postsecundario Varios 	Home Economics Teachers, Postsecondary	Profesores de Economía Doméstica de Nivel Postsecundario	Profesores de Economía Doméstica,  Postsecundario
25-0000	25-1000	25-1190	25-1193	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Miscellaneous Postsecondary Teachers	Profesores de Nivel Postsecundario Varios 	Recreation and Fitness Studies Teachers, Postsecondary	Profesores de Estudios de Recreación y Acondicionamiento Físico de Nivel Postsecundario	Profesores de Estudios de Recreación y Acondicionamiento Físico,  Postsecundario
25-0000	25-1000	25-1190	25-1194	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Miscellaneous Postsecondary Teachers	Profesores de Nivel Postsecundario Varios 	Vocational Education Teachers, Postsecondary	Profesores de Educación Vocacional de Nivel Postsecundario	Profesores de Educación Vocacional,  Postsecundario
25-0000	25-1000	25-1190	25-1199	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Postsecondary Teachers	Profesores de Nivel Postsecundario	Profesores de Nivel Postsecundario	Miscellaneous Postsecondary Teachers	Profesores de Nivel Postsecundario Varios 	Postsecondary Teachers, All Other	Todos los demás Profesores de Nivel Postsecundario	Todos los demás Profesores de Nivel Postsecundario
25-0000	25-2000	25-2010	25-2011	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Preschool and Kindergarten Teachers	Maestros de Preescolar y de Jardin de Infantes 	Preschool Teachers, Except Special Education	Maestros de Nivel Preescolar, Excepto de Educación Especial	Maestros dePreescolar, Excepto Educación Especial
25-0000	25-2000	25-2010	25-2012	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Preschool and Kindergarten Teachers	Maestros de Preescolar y de Jardin de Infantes 	Kindergarten Teachers, Except Special Education	Maestros de Jardín de Infantes, Excepto de Educación Especial	Maestros Jardín, Excepto Educación Especial
25-0000	25-2000	25-2020	25-2021	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Elementary and Middle School Teachers	Maestros de Escuela Primaria y de Nivel Medio	Elementary School Teachers, Except Special Education	Maestros de Escuela Primaria, Excepto de Educación Especial	Maestros de Primaria, Excepto Educación Especial
25-0000	25-2000	25-2020	25-2022	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Elementary and Middle School Teachers	Maestros de Escuela Primaria y de Nivel Medio	Middle School Teachers, Except Special and Career/Technical Education	Maestros de Escuela de Nivel Medio, Excepto de Educación Especial y de Educación Profesional/Técnica	Maestros Nivel Medio, Excepto Educación Especial y Técnica
25-0000	25-2000	25-2020	25-2023	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Elementary and Middle School Teachers	Maestros de Escuela Primaria y de Nivel Medio	Career/Technical Education Teachers, Middle School	Maestros de Educación Profesional/Técnica de Escuela de Nivel Medio	Maestros Educación Técnica de Nivel Medio
25-0000	25-2000	25-2030	25-2031	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Secondary School Teachers	Maestros de Escuela Secundaria	Secondary School Teachers, Except Special and Career/Technical Education	Maestros de Escuela Secundaria, Excepto de Educación Especial y de Educación Profesional/Técnica	Maestros de Secundaria, Excepto Educación Especial y de Educación Técnica
25-0000	25-2000	25-2030	25-2032	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Secondary School Teachers	Maestros de Escuela Secundaria	Career/Technical Education Teachers, Secondary School	Maestros de Educación Profesional/Técnica de Escuela Secundaria	Maestros Educación Técnica de Secundaria
25-0000	25-2000	25-2050	25-2051	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Special Education Teachers	Maestros de Educación Especial	Special Education Teachers, Preschool	Maestros de Educación Especial de Nivel Preescolar	Maestros de Educación Especial de Nivel Preescolar
25-0000	25-2000	25-2050	25-2052	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Special Education Teachers	Maestros de Educación Especial	Special Education Teachers, Kindergarten and Elementary School	Maestros de Educación Especial de Jardín de Infantes y Escuela Primaria	Maestros Educación Especial de Jardín y Primaria
25-0000	25-2000	25-2050	25-2053	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Special Education Teachers	Maestros de Educación Especial	Special Education Teachers, Middle School	Maestros de Educación Especial de Escuela de Nivel Medio	Maestros de Educación Especial de Nivel Medio
25-0000	25-2000	25-2050	25-2054	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Special Education Teachers	Maestros de Educación Especial	Special Education Teachers, Secondary School	Maestros de Educación Especial de Escuela Secundaria	Maestros de Educación Especial de  Secundaria
25-0000	25-2000	25-2050	25-2059	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	School Teachers Until Secondary	Maestros de Nivel Preescolar, Enseñanza Primaria, Enseñanza Secundaria y de Educación Especial	Maestros hasta Nivel Secundaria	Special Education Teachers	Maestros de Educación Especial	Special Education Teachers, All Other	Todos los demás Maestros de Educación Especial	Todos los demás Maestros de Educación Especial
25-0000	25-3000	25-3010	25-3011	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Other Teachers and Instructors	Otros Maestros e Instructores	Otros Maestros e Instructores	Adult Basic and Secondary Education and Literacy Teachers and Instructors 	Maestros e Instructores de Educación Básica, Secundaria y de Alfabetización para Adultos	Adult Basic and Secondary Education and Literacy Teachers and Instructors 	Maestros e Instructores de Educación Básica, Secundaria y de Alfabetización para Adultos	Maestros Educación Básica, Secundaria y Alfabetización de Adultos
25-0000	25-3000	25-3020	25-3021	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Other Teachers and Instructors	Otros Maestros e Instructores	Otros Maestros e Instructores	Self-Enrichment Education Teachers	Maestros de Educación de Enriquecimiento Personal	Self-Enrichment Education Teachers	Maestros de Educación de Enriquecimiento Personal	Maestros de Educación de Enriquecimiento Personal
25-0000	25-3000	25-3090	25-3099	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Other Teachers and Instructors	Otros Maestros e Instructores	Otros Maestros e Instructores	Miscellaneous Teachers and Instructors	Profesores e Instructores Varios	Teachers and Instructors, All Other	Todos los demás Maestros e Instructores	Todos los demás Maestros e Instructores
25-0000	25-4000	25-4010	25-4011	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Librarians, Curators, and Archivists	Bibliotecarios, Archiveros y Curadores,	Bibliotecarios, Archiveros y Curadores,	Archivists, Curators, and Museum Technicians	Archiveros, Curadores y Técnicos de Museo	Archivists	Archiveros	Archiveros
25-0000	25-4000	25-4010	25-4012	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Librarians, Curators, and Archivists	Bibliotecarios, Archiveros y Curadores,	Bibliotecarios, Archiveros y Curadores,	Archivists, Curators, and Museum Technicians	Archiveros, Curadores y Técnicos de Museo	Curators	Curadores	Curadores
25-0000	25-4000	25-4010	25-4013	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Librarians, Curators, and Archivists	Bibliotecarios, Archiveros y Curadores,	Bibliotecarios, Archiveros y Curadores,	Archivists, Curators, and Museum Technicians	Archiveros, Curadores y Técnicos de Museo	Museum Technicians and Conservators	Técnicos y Conservadores de Museo	Técnicos y Conservadores de Museo
25-0000	25-4000	25-4020	25-4021	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Librarians, Curators, and Archivists	Bibliotecarios, Archiveros y Curadores,	Bibliotecarios, Archiveros y Curadores,	Librarians	Bibliotecarios	Librarians	Bibliotecarios	Bibliotecarios
25-0000	25-4000	25-4030	25-4031	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Librarians, Curators, and Archivists	Bibliotecarios, Archiveros y Curadores,	Bibliotecarios, Archiveros y Curadores,	Library Technicians	Técnicos de Biblioteca	Library Technicians	Técnicos de Biblioteca	Técnicos de Biblioteca
25-0000	25-9000	25-9010	25-9011	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Other Education and Training Occupations	Otras Ocupaciones de Educación, Capacitación y Bibliotecología 	Otras en Educación y Capacitación 	Audio-Visual and Multimedia Collections Specialists	Especialistas en Colecciones de Materiales Audiovisuales y Multimedios	Audio-Visual and Multimedia Collections Specialists	Especialistas en Colecciones de Materiales Audiovisuales y Multimedios	Especialistas Materiales Audiovisuales, Multimedia
25-0000	25-9000	25-9020	25-9021	Education, Training, and Library Occupations	Ocupaciones en Educación, Capacitación y Bibliotecología	Other Education and Training Occupations	Otras Ocupaciones de Educación, Capacitación y Bibliotecología 	Otras en Educación y Capacitación 	Farm and Home Management Advisors	Asesores en Gerencia de Granjas y Hogares	Farm and Home Management Advisors	Asesores en Gerencia de Granjas y Hogares	Asesores en Gerencia de Granjas y Hogares
