"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
451,"786","Trailers, and other vehicles, not motorized, nes","3digit","Trailers, and other vehicles, not motorized, nes","","Trailers, and other vehicles, not motorized, nes","",153.0
452,"791","Railway vehicles and associated equipment","3digit","Railway vehicles and associated equipment","","Railway vehicles and associated equipment","",154.0
453,"792","Aircraft and associated equipment, and parts thereof, nes","3digit","Aircraft and associated equipment, and parts thereof, nes","","Aircraft and associated equipment, and parts thereof, nes","",154.0
454,"793","Ships, boats and floating structures","3digit","Ships, boats and floating structures","","Ships, boats and floating structures","",154.0
455,"812","Sanitary, plumbing, heating, lighting fixtures and fittings, nes","3digit","Sanitary, plumbing, heating, lighting fixtures and fittings, nes","","Sanitary, plumbing, heating, lighting fixtures and fittings, nes","",155.0
456,"821","Furniture and parts thereof","3digit","Furniture and parts thereof","","Furniture and parts thereof","",156.0
457,"831","Travel goods, handbags etc, of leather, plastics, textile, others","3digit","Travel goods, handbags etc, of leather, plastics, textile, others","","Travel goods, handbags etc, of leather, plastics, textile, others","",157.0
458,"842","Men's and boys' outerwear, textile fabrics not knitted or crocheted","3digit","Men's and boys' outerwear, textile fabrics not knitted or crocheted","","Men's and boys' outerwear, textile fabrics not knitted or crocheted","",158.0
459,"843","Womens, girls, infants outerwear, textile, not knitted or crocheted","3digit","Womens, girls, infants outerwear, textile, not knitted or crocheted","","Womens, girls, infants outerwear, textile, not knitted or crocheted","",158.0
460,"844","Under garments of textile fabrics, not knitted or crocheted","3digit","Under garments of textile fabrics, not knitted or crocheted","","Under garments of textile fabrics, not knitted or crocheted","",158.0
461,"845","Outerwear knitted or crocheted, not elastic nor rubberized","3digit","Outerwear knitted or crocheted, not elastic nor rubberized","","Outerwear knitted or crocheted, not elastic nor rubberized","",158.0
462,"846","Under-garments, knitted or crocheted","3digit","Under-garments, knitted or crocheted","","Under-garments, knitted or crocheted","",158.0
463,"847","Clothing accessories, of textile fabrics, nes","3digit","Clothing accessories, of textile fabrics, nes","","Clothing accessories, of textile fabrics, nes","",158.0
464,"848","Articles of apparel, clothing accessories, non-textile, headgear","3digit","Articles of apparel, clothing accessories, non-textile, headgear","","Articles of apparel, clothing accessories, non-textile, headgear","",158.0
465,"851","Footwear","3digit","Footwear","","Footwear","",159.0
466,"871","Optical instruments and apparatus","3digit","Optical instruments and apparatus","","Optical instruments and apparatus","",160.0
467,"872","Medical instruments and appliances, nes","3digit","Medical instruments and appliances, nes","","Medical instruments and appliances, nes","",160.0
468,"873","Meters and counters, nes","3digit","Meters and counters, nes","","Meters and counters, nes","",160.0
469,"874","Measuring, checking, analysis, controlling instruments, nes, parts","3digit","Measuring, checking, analysis, controlling instruments, nes, parts","","Measuring, checking, analysis, controlling instruments, nes, parts","",160.0
470,"881","Photographic apparatus and equipment, nes","3digit","Photographic apparatus and equipment, nes","","Photographic apparatus and equipment, nes","",161.0
471,"882","Photographic and cinematographic supplies","3digit","Photographic and cinematographic supplies","","Photographic and cinematographic supplies","",161.0
472,"883","Cinematograph film, exposed and developed","3digit","Cinematograph film, exposed and developed","","Cinematograph film, exposed and developed","",161.0
473,"884","Optical goods nes","3digit","Optical goods nes","","Optical goods nes","",161.0
474,"885","Watches and clocks","3digit","Watches and clocks","","Watches and clocks","",161.0
475,"892","Printed matter","3digit","Printed matter","","Printed matter","",162.0
476,"893","Articles, nes of plastic materials","3digit","Articles, nes of plastic materials","","Articles, nes of plastic materials","",162.0
477,"894","Baby carriages, toys, games and sporting goods","3digit","Baby carriages, toys, games and sporting goods","","Baby carriages, toys, games and sporting goods","",162.0
478,"895","Office and stationary supplies, nes","3digit","Office and stationary supplies, nes","","Office and stationary supplies, nes","",162.0
479,"896","Works of art, collectors' pieces and antiques","3digit","Works of art, collectors' pieces and antiques","","Works of art, collectors' pieces and antiques","",162.0
480,"897","Gold, silver ware, jewelry and articles of precious materials, nes","3digit","Gold, silver ware, jewelry and articles of precious materials, nes","","Gold, silver ware, jewelry and articles of precious materials, nes","",162.0
481,"898","Musical instruments, parts and accessories thereof","3digit","Musical instruments, parts and accessories thereof","","Musical instruments, parts and accessories thereof","",162.0
482,"899","Other miscellaneous manufactured articles, nes","3digit","Other miscellaneous manufactured articles, nes","","Other miscellaneous manufactured articles, nes","",162.0
483,"911","Postal packages not classified according to kind","3digit","Postal packages not classified according to kind","","Postal packages not classified according to kind","",163.0
484,"931","Special transactions, commodity not classified according to class","3digit","Special transactions, commodity not classified according to class","","Special transactions, commodity not classified according to class","",164.0
485,"941","Animals, live, nes, (including zoo animals, pets, insects, etc)","3digit","Animals, live, nes, (including zoo animals, pets, insects, etc)","","Animals, live, nes, (including zoo animals, pets, insects, etc)","",165.0
486,"951","Armoured fighting vehicles, war firearms, ammunition, parts, nes","3digit","Armoured fighting vehicles, war firearms, ammunition, parts, nes","","Armoured fighting vehicles, war firearms, ammunition, parts, nes","",166.0
487,"961","Coin (other than gold coin), not being legal tender","3digit","Coin (other than gold coin), not being legal tender","","Coin (other than gold coin), not being legal tender","",167.0
488,"971","Gold, non-monetary (excluding gold ores and concentrates)","3digit","Gold, non-monetary (excluding gold ores and concentrates)","","Gold, non-monetary (excluding gold ores and concentrates)","",168.0
489,"ZZZ","Unknown","3digit","Unknown","","Unknown","",169.0
600,"Other","Other","3digit","Other","Other","Other","Other",200.0
601,"Travel services","Travel services","3digit","Travel services","Travel services","Travel","Travel",201.0
602,"Transport services","Transport services","3digit","Transport services","Transport services","Transport","Transport",202.0
603,"Communications","Communications","3digit","Communications","Communications","Communications","Communications",203.0
604,"Insurance and financial services","Insurance and financial services","3digit","Insurance and financial services","Insurance and financial services","Insurance and finance","Insurance and finance",204.0
650,"0011","Animals of the bovine species (including buffaloes), live","4digit","Animals of the bovine species (including buffaloes), live","","Animals of the bovine species (including buffaloes), live","",250.0
651,"0012","Sheep and goats, live","4digit","Sheep and goats, live","","Sheep and goats, live","",250.0
652,"0013","Swine, live","4digit","Swine, live","","Swine, live","",250.0
653,"0014","Poultry, live","4digit","Poultry, live","","Poultry, live","",250.0
654,"0015","Equine species, live","4digit","Equine species, live","","Equine species, live","",250.0
655,"0019","Live animals of a kind mainly used for human food, nes","4digit","Live animals of a kind mainly used for human food, nes","","Live animals of a kind mainly used for human food, nes","",250.0
656,"0111","Bovine meat, fresh, chilled or frozen","4digit","Bovine meat, fresh, chilled or frozen","","Bovine meat, fresh, chilled or frozen","",251.0
657,"0112","Meat of sheep and goats, fresh, chilled or frozen","4digit","Meat of sheep and goats, fresh, chilled or frozen","","Meat of sheep and goats, fresh, chilled or frozen","",251.0
658,"0113","Pig meat fresh, chilled or frozen","4digit","Pig meat fresh, chilled or frozen","","Pig meat fresh, chilled or frozen","",251.0
659,"0114","Poultry, dead and edible offal, fresh, chilled or frozen","4digit","Poultry, dead and edible offal, fresh, chilled or frozen","","Poultry, dead and edible offal, fresh, chilled or frozen","",251.0
660,"0115","Meat of horses, asses, mules and hinnies, fresh, chilled or frozen","4digit","Meat of horses, asses, mules and hinnies, fresh, chilled or frozen","","Meat of horses, asses, mules and hinnies, fresh, chilled or frozen","",251.0
661,"0116","Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen","4digit","Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen","","Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen","",251.0
662,"0118","Other fresh, chilled or frozen meat or edible meat offal","4digit","Other fresh, chilled or frozen meat or edible meat offal","","Other fresh, chilled or frozen meat or edible meat offal","",251.0
663,"0121","Bacon, ham, other dried, salted or smoked meat of domestic swine","4digit","Bacon, ham, other dried, salted or smoked meat of domestic swine","","Bacon, ham, other dried, salted or smoked meat of domestic swine","",252.0
664,"0129","Meat and edible meat offal, nes, in brine, dried, salted or smoked","4digit","Meat and edible meat offal, nes, in brine, dried, salted or smoked","","Meat and edible meat offal, nes, in brine, dried, salted or smoked","",252.0
665,"0141","Meat extracts and juices; fish extracts","4digit","Meat extracts and juices; fish extracts","","Meat extracts and juices; fish extracts","",253.0
666,"0142","Sausages and the like, of meat, meat offal or animal blood","4digit","Sausages and the like, of meat, meat offal or animal blood","","Sausages and the like, of meat, meat offal or animal blood","",253.0
667,"0149","Other prepared or preserved meat or meat offal","4digit","Other prepared or preserved meat or meat offal","","Other prepared or preserved meat or meat offal","",253.0
668,"0223","Milk and cream fresh, not concentrated or sweetened","4digit","Milk and cream fresh, not concentrated or sweetened","","Milk and cream fresh, not concentrated or sweetened","",254.0
669,"0224","Milk and cream, preserved, concentrated or sweetened","4digit","Milk and cream, preserved, concentrated or sweetened","","Milk and cream, preserved, concentrated or sweetened","",254.0
670,"0230","Butter","4digit","Butter","","Butter","",255.0
671,"0240","Cheese and curd","4digit","Cheese and curd","","Cheese and curd","",256.0
672,"0251","Eggs, birds', and egg yolks, fresh, dried or preserved, in shell","4digit","Eggs, birds', and egg yolks, fresh, dried or preserved, in shell","","Eggs, birds', and egg yolks, fresh, dried or preserved, in shell","",257.0
673,"0252","Eggs, birds', egg yolks, fresh, dried or preserved, not in shell","4digit","Eggs, birds', egg yolks, fresh, dried or preserved, not in shell","","Eggs, birds', egg yolks, fresh, dried or preserved, not in shell","",257.0
674,"0341","Fish, fresh or chilled, excluding fillet","4digit","Fish, fresh or chilled, excluding fillet","","Fish, fresh or chilled, excluding fillet","",258.0
675,"0342","Fish, frozen, excluding fillets","4digit","Fish, frozen, excluding fillets","","Fish, frozen, excluding fillets","",258.0
676,"0343","Fish fillets, fresh or chilled","4digit","Fish fillets, fresh or chilled","","Fish fillets, fresh or chilled","",258.0
677,"0344","Fish fillets, frozen","4digit","Fish fillets, frozen","","Fish fillets, frozen","",258.0
678,"0350","Fish, dried, salted or in brine; smoked fish","4digit","Fish, dried, salted or in brine; smoked fish","","Fish, dried, salted or in brine; smoked fish","",259.0
679,"0360","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc","4digit","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc","","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc","",260.0
680,"0371","Fish, prepared or preserved, nes","4digit","Fish, prepared or preserved, nes","","Fish, prepared or preserved, nes","",261.0
681,"0372","Crustaceans and molluscs, prepared or prepared, nes","4digit","Crustaceans and molluscs, prepared or prepared, nes","","Crustaceans and molluscs, prepared or prepared, nes","",261.0
682,"0411","Durum wheat, unmilled","4digit","Durum wheat, unmilled","","Durum wheat, unmilled","",262.0
683,"0412","Other wheat and meslin, unmilled","4digit","Other wheat and meslin, unmilled","","Other wheat and meslin, unmilled","",262.0
684,"0421","Rice in the husk or husked, but not farther prepared","4digit","Rice in the husk or husked, but not farther prepared","","Rice in the husk or husked, but not farther prepared","",263.0
685,"0422","Rice, semi-milled or wholly milled","4digit","Rice, semi-milled or wholly milled","","Rice, semi-milled or wholly milled","",263.0
686,"0430","Barley, unmilled","4digit","Barley, unmilled","","Barley, unmilled","",264.0
687,"0440","Maize, unmilled","4digit","Maize, unmilled","","Maize, unmilled","",265.0
688,"0451","Rye, unmilled","4digit","Rye, unmilled","","Rye, unmilled","",266.0
689,"0452","Oats, unmilled","4digit","Oats, unmilled","","Oats, unmilled","",266.0
690,"0459","Buckwheat, millet, etc, and other cereals, unmilled, nes","4digit","Buckwheat, millet, etc, and other cereals, unmilled, nes","","Buckwheat, millet, etc, and other cereals, unmilled, nes","",266.0
691,"0460","Meal and flour of wheat and flour of meslin","4digit","Meal and flour of wheat and flour of meslin","","Meal and flour of wheat and flour of meslin","",267.0
692,"0470","Other cereal meals and flour","4digit","Other cereal meals and flour","","Other cereal meals and flour","",268.0
693,"0481","Cereal grains, worked or prepared, not elsewhere specified","4digit","Cereal grains, worked or prepared, not elsewhere specified","","Cereal grains, worked or prepared, not elsewhere specified","",269.0
694,"0482","Malt, roasted or not, including flour","4digit","Malt, roasted or not, including flour","","Malt, roasted or not, including flour","",269.0
695,"0483","Macaroni, spaghetti and similar products","4digit","Macaroni, spaghetti and similar products","","Macaroni, spaghetti and similar products","",269.0
696,"0484","Bakery products","4digit","Bakery products","","Bakery products","",269.0
697,"0488","Malt extract; cereals preparations with less 50% of cocoa","4digit","Malt extract; cereals preparations with less 50% of cocoa","","Malt extract; cereals preparations with less 50% of cocoa","",269.0
698,"0541","Potatoes, fresh or chilled, excluding sweet potatoes","4digit","Potatoes, fresh or chilled, excluding sweet potatoes","","Potatoes, fresh or chilled, excluding sweet potatoes","",270.0
699,"0542","Beans, peas, other leguminous vegetables, dried, shelled","4digit","Beans, peas, other leguminous vegetables, dried, shelled","","Beans, peas, other leguminous vegetables, dried, shelled","",270.0
700,"0544","Tomatoes, fresh or chilled","4digit","Tomatoes, fresh or chilled","","Tomatoes, fresh or chilled","",270.0
701,"0545","Other fresh or chilled vegetables","4digit","Other fresh or chilled vegetables","","Other fresh or chilled vegetables","",270.0
702,"0546","Vegetables, frozen or in temporary preservative","4digit","Vegetables, frozen or in temporary preservative","","Vegetables, frozen or in temporary preservative","",270.0
703,"0548","Vegetable products roots and tubers, nes, fresh, dried","4digit","Vegetable products roots and tubers, nes, fresh, dried","","Vegetable products roots and tubers, nes, fresh, dried","",270.0
704,"0561","Vegetables (excluding leguminous), dried, evaporated, etc","4digit","Vegetables (excluding leguminous), dried, evaporated, etc","","Vegetables (excluding leguminous), dried, evaporated, etc","",271.0
705,"0564","Flour, meals and flakes of potatoes, fruit and vegetables, nes","4digit","Flour, meals and flakes of potatoes, fruit and vegetables, nes","","Flour, meals and flakes of potatoes, fruit and vegetables, nes","",271.0
706,"0565","Vegetables, prepared or preserved, nes","4digit","Vegetables, prepared or preserved, nes","","Vegetables, prepared or preserved, nes","",271.0
707,"0571","Oranges, mandarins, etc, fresh or dried","4digit","Oranges, mandarins, etc, fresh or dried","","Oranges, mandarins, etc, fresh or dried","",272.0
708,"0572","Other citrus fruits, fresh or dried","4digit","Other citrus fruits, fresh or dried","","Other citrus fruits, fresh or dried","",272.0
709,"0573","Banana, plantain, fresh or dried","4digit","Banana, plantain, fresh or dried","","Banana, plantain, fresh or dried","",272.0
710,"0574","Apples, fresh","4digit","Apples, fresh","","Apples, fresh","",272.0
711,"0575","Grapes, fresh or dried","4digit","Grapes, fresh or dried","","Grapes, fresh or dried","",272.0
712,"0576","Figs, fresh or dried","4digit","Figs, fresh or dried","","Figs, fresh or dried","",272.0
713,"0577","Nuts edible, fresh or dried","4digit","Nuts edible, fresh or dried","","Nuts edible, fresh or dried","",272.0
714,"0579","Fruit, fresh or dried, nes","4digit","Fruit, fresh or dried, nes","","Fruit, fresh or dried, nes","",272.0
715,"0582","Fruit, fruit-peel and parts of plants, preserved by sugar","4digit","Fruit, fruit-peel and parts of plants, preserved by sugar","","Fruit, fruit-peel and parts of plants, preserved by sugar","",273.0
716,"0583","Jams, jellies, marmalades, etc, as cooked preparations","4digit","Jams, jellies, marmalades, etc, as cooked preparations","","Jams, jellies, marmalades, etc, as cooked preparations","",273.0
717,"0585","Fruit or vegetable juices","4digit","Fruit or vegetable juices","","Fruit or vegetable juices","",273.0
718,"0586","Fruit, temporarily preserved","4digit","Fruit, temporarily preserved","","Fruit, temporarily preserved","",273.0
719,"0589","Fruit prepared or preserved, nes","4digit","Fruit prepared or preserved, nes","","Fruit prepared or preserved, nes","",273.0
720,"0611","Sugars, beet and cane, raw, solid","4digit","Sugars, beet and cane, raw, solid","","Sugars, beet and cane, raw, solid","",274.0
721,"0612","Refined sugar etc","4digit","Refined sugar etc","","Refined sugar etc","",274.0
722,"0615","Molasses","4digit","Molasses","","Molasses","",274.0
723,"0616","Natural honey","4digit","Natural honey","","Natural honey","",274.0
724,"0619","Sugars and syrups nes; artificial honey; caramel","4digit","Sugars and syrups nes; artificial honey; caramel","","Sugars and syrups nes; artificial honey; caramel","",274.0
725,"0620","Sugar confectionery and preparations, non-chocolate","4digit","Sugar confectionery and preparations, non-chocolate","","Sugar confectionery and preparations, non-chocolate","",275.0
726,"0711","Coffee green, roasted; coffee substitutes containing coffee","4digit","Coffee green, roasted; coffee substitutes containing coffee","","Coffee green, roasted; coffee substitutes containing coffee","",276.0
727,"0712","Coffee extracts, essences or concentrates","4digit","Coffee extracts, essences or concentrates","","Coffee extracts, essences or concentrates","",276.0
728,"0721","Cocoa beans, raw, roasted","4digit","Cocoa beans, raw, roasted","","Cocoa beans, raw, roasted","",277.0
729,"0722","Cocoa powder, unsweetened","4digit","Cocoa powder, unsweetened","","Cocoa powder, unsweetened","",277.0
730,"0723","Cocoa butter and paste","4digit","Cocoa butter and paste","","Cocoa butter and paste","",277.0
731,"0730","Chocolate and other preparations containing cocoa, nes","4digit","Chocolate and other preparations containing cocoa, nes","","Chocolate and other preparations containing cocoa, nes","",278.0
732,"0741","Tea","4digit","Tea","","Tea","",279.0
733,"0742","Mate","4digit","Mate","","Mate","",279.0
734,"0751","Pepper of ""piper""; pimento of ""capsicum or pimenta""","4digit","Pepper of ""piper""; pimento of ""capsicum or pimenta""","","Pepper of ""piper""; pimento of ""capsicum or pimenta""","",280.0
735,"0752","Spices, except pepper and pimento","4digit","Spices, except pepper and pimento","","Spices, except pepper and pimento","",280.0
736,"0811","Hay and fodder, green or dry","4digit","Hay and fodder, green or dry","","Hay and fodder, green or dry","",281.0
737,"0812","Bran, sharps and other residues derives of cereals","4digit","Bran, sharps and other residues derives of cereals","","Bran, sharps and other residues derives of cereals","",281.0
738,"0813","Oilcake and other residues (except dregs)","4digit","Oilcake and other residues (except dregs)","","Oilcake and other residues (except dregs)","",281.0
739,"0814","Flours and meals, of meat, fish,etc, unfit for human; greaves","4digit","Flours and meals, of meat, fish,etc, unfit for human; greaves","","Flours and meals, of meat, fish,etc, unfit for human; greaves","",281.0
740,"0819","Food waste and prepared animal feed, nes","4digit","Food waste and prepared animal feed, nes","","Food waste and prepared animal feed, nes","",281.0
741,"0913","Lard, pig and poultry fat, rendered or solvent-extracted","4digit","Lard, pig and poultry fat, rendered or solvent-extracted","","Lard, pig and poultry fat, rendered or solvent-extracted","",282.0
742,"0914","Margarine, imitation lard and other prepared edible fats, nes","4digit","Margarine, imitation lard and other prepared edible fats, nes","","Margarine, imitation lard and other prepared edible fats, nes","",282.0
743,"0980","Edible products and preparations, nes","4digit","Edible products and preparations, nes","","Edible products and preparations, nes","",283.0
744,"1110","Non-alcoholic beverages, nes","4digit","Non-alcoholic beverages, nes","","Non-alcoholic beverages, nes","",284.0
745,"1121","Wine of fresh grapes etc","4digit","Wine of fresh grapes etc","","Wine of fresh grapes etc","",285.0
746,"1122","Other fermented beverages, nes (cider, perry, mead, etc)","4digit","Other fermented beverages, nes (cider, perry, mead, etc)","","Other fermented beverages, nes (cider, perry, mead, etc)","",285.0
747,"1123","Beer made from malt (including ale, stout and porter)","4digit","Beer made from malt (including ale, stout and porter)","","Beer made from malt (including ale, stout and porter)","",285.0
748,"1124","Distilled alcoholic beverages, nes","4digit","Distilled alcoholic beverages, nes","","Distilled alcoholic beverages, nes","",285.0
749,"1211","Tobacco, not stripped","4digit","Tobacco, not stripped","","Tobacco, not stripped","",286.0
750,"1212","Tobacco, wholly or partly stripped","4digit","Tobacco, wholly or partly stripped","","Tobacco, wholly or partly stripped","",286.0
751,"1213","Tobacco refuse","4digit","Tobacco refuse","","Tobacco refuse","",286.0
752,"1221","Cigars, cheroots: cigarillos","4digit","Cigars, cheroots: cigarillos","","Cigars, cheroots: cigarillos","",287.0
753,"1222","Cigarettes","4digit","Cigarettes","","Cigarettes","",287.0
754,"1223","Tobacco, manufactured; tobacco extract and essences","4digit","Tobacco, manufactured; tobacco extract and essences","","Tobacco, manufactured; tobacco extract and essences","",287.0
755,"2111","Bovine and equine hides, raw, whether or not split","4digit","Bovine and equine hides, raw, whether or not split","","Bovine and equine hides, raw, whether or not split","",288.0
756,"2112","Calf skins, raw, whether or not split","4digit","Calf skins, raw, whether or not split","","Calf skins, raw, whether or not split","",288.0
757,"2114","Goat and kid skins, raw, whether or not split","4digit","Goat and kid skins, raw, whether or not split","","Goat and kid skins, raw, whether or not split","",288.0
758,"2116","Sheep and lamb skin with the wool on, raw, whether or not split","4digit","Sheep and lamb skin with the wool on, raw, whether or not split","","Sheep and lamb skin with the wool on, raw, whether or not split","",288.0
759,"2117","Sheep and lamb skin without the wool, raw, whether or not split","4digit","Sheep and lamb skin without the wool, raw, whether or not split","","Sheep and lamb skin without the wool, raw, whether or not split","",288.0
760,"2119","Hides and skins, nes; waste and used leather","4digit","Hides and skins, nes; waste and used leather","","Hides and skins, nes; waste and used leather","",288.0
761,"2120","Furskins, raw","4digit","Furskins, raw","","Furskins, raw","",289.0
762,"2221","Groundnuts, green","4digit","Groundnuts, green","","Groundnuts, green","",290.0
763,"2222","Soya beans","4digit","Soya beans","","Soya beans","",290.0
764,"2223","Cotton seeds","4digit","Cotton seeds","","Cotton seeds","",290.0
765,"2224","Sunflower seeds","4digit","Sunflower seeds","","Sunflower seeds","",290.0
766,"2225","Sesame seeds","4digit","Sesame seeds","","Sesame seeds","",290.0
767,"2226","Rape and colza seeds","4digit","Rape and colza seeds","","Rape and colza seeds","",290.0
768,"2231","Copra","4digit","Copra","","Copra","",291.0
769,"2232","Palm nuts and kernels","4digit","Palm nuts and kernels","","Palm nuts and kernels","",291.0
770,"2234","Linseed","4digit","Linseed","","Linseed","",291.0
771,"2235","Castor oil seeds","4digit","Castor oil seeds","","Castor oil seeds","",291.0
772,"2238","Oil seeds and oleaginous fruits, nes","4digit","Oil seeds and oleaginous fruits, nes","","Oil seeds and oleaginous fruits, nes","",291.0
773,"2239","Flour or meals of oil seeds or oleaginous fruit, non-defatted","4digit","Flour or meals of oil seeds or oleaginous fruit, non-defatted","","Flour or meals of oil seeds or oleaginous fruit, non-defatted","",291.0
774,"2320","Natural rubber latex; natural rubber and gums","4digit","Natural rubber latex; natural rubber and gums","","Natural rubber latex; natural rubber and gums","",292.0
775,"2331","Synthetic rubber, latex; factice derived from oils","4digit","Synthetic rubber, latex; factice derived from oils","","Synthetic rubber, latex; factice derived from oils","",293.0
776,"2332","Reclaimed rubber, waste, scrap of unhardened rubber","4digit","Reclaimed rubber, waste, scrap of unhardened rubber","","Reclaimed rubber, waste, scrap of unhardened rubber","",293.0
777,"2440","Cork, natural, raw and waste","4digit","Cork, natural, raw and waste","","Cork, natural, raw and waste","",294.0
778,"2450","Fuel wood and wood charcoal","4digit","Fuel wood and wood charcoal","","Fuel wood and wood charcoal","",295.0
779,"2460","Pulpwood (including chips and wood waste)","4digit","Pulpwood (including chips and wood waste)","","Pulpwood (including chips and wood waste)","",296.0
780,"2471","Sawlogs and veneer logs, of coniferous species","4digit","Sawlogs and veneer logs, of coniferous species","","Sawlogs and veneer logs, of coniferous species","",297.0
781,"2472","Sawlogs and veneer logs, of non-coniferous species","4digit","Sawlogs and veneer logs, of non-coniferous species","","Sawlogs and veneer logs, of non-coniferous species","",297.0
782,"2479","Pitprops, poles, piling, post and other wood in the rough, nes","4digit","Pitprops, poles, piling, post and other wood in the rough, nes","","Pitprops, poles, piling, post and other wood in the rough, nes","",297.0
783,"2481","Railway or tramway sleepers (ties) of wood","4digit","Railway or tramway sleepers (ties) of wood","","Railway or tramway sleepers (ties) of wood","",298.0
784,"2482","Wood of coniferous species, sawn, planed, tongued, grooved, etc","4digit","Wood of coniferous species, sawn, planed, tongued, grooved, etc","","Wood of coniferous species, sawn, planed, tongued, grooved, etc","",298.0
785,"2483","Wood, non-coniferous species, sawn, planed, tongued, grooved, etc","4digit","Wood, non-coniferous species, sawn, planed, tongued, grooved, etc","","Wood, non-coniferous species, sawn, planed, tongued, grooved, etc","",298.0
786,"2511","Waste paper and paperboard, etc","4digit","Waste paper and paperboard, etc","","Waste paper and paperboard, etc","",299.0
787,"2512","Mechanical wood pulp","4digit","Mechanical wood pulp","","Mechanical wood pulp","",299.0
788,"2516","Chemical wood pulp, dissolving grades","4digit","Chemical wood pulp, dissolving grades","","Chemical wood pulp, dissolving grades","",299.0
789,"2517","Chemical wood pulp, soda or sulphate","4digit","Chemical wood pulp, soda or sulphate","","Chemical wood pulp, soda or sulphate","",299.0
790,"2518","Chemical wood pulp, sulphite","4digit","Chemical wood pulp, sulphite","","Chemical wood pulp, sulphite","",299.0
791,"2519","Other cellulosic pulps","4digit","Other cellulosic pulps","","Other cellulosic pulps","",299.0
792,"2613","Raw silk (not thrown)","4digit","Raw silk (not thrown)","","Raw silk (not thrown)","",300.0
793,"2614","Silk worm cocoons and silk waste","4digit","Silk worm cocoons and silk waste","","Silk worm cocoons and silk waste","",300.0
794,"2631","Raw cotton, excluding linters, not carded or combed","4digit","Raw cotton, excluding linters, not carded or combed","","Raw cotton, excluding linters, not carded or combed","",301.0
795,"2632","Cotton linters","4digit","Cotton linters","","Cotton linters","",301.0
796,"2633","Cotton waste, not carded or combed","4digit","Cotton waste, not carded or combed","","Cotton waste, not carded or combed","",301.0
797,"2634","Cotton, carded or combed","4digit","Cotton, carded or combed","","Cotton, carded or combed","",301.0
798,"2640","Jute, other textile bast fibres, nes, raw, processed but not spun","4digit","Jute, other textile bast fibres, nes, raw, processed but not spun","","Jute, other textile bast fibres, nes, raw, processed but not spun","",302.0
799,"2651","Flax and ramie, flax tow, ramie noils, and waste","4digit","Flax and ramie, flax tow, ramie noils, and waste","","Flax and ramie, flax tow, ramie noils, and waste","",303.0
800,"2652","True hemp, raw or processed but not spun, its tow and waste","4digit","True hemp, raw or processed but not spun, its tow and waste","","True hemp, raw or processed but not spun, its tow and waste","",303.0
801,"2654","Sisal, agave fibres, raw or processed but not spun, and waste","4digit","Sisal, agave fibres, raw or processed but not spun, and waste","","Sisal, agave fibres, raw or processed but not spun, and waste","",303.0
802,"2655","Manila hemp, raw or processed but not spun, its tow and waste","4digit","Manila hemp, raw or processed but not spun, its tow and waste","","Manila hemp, raw or processed but not spun, its tow and waste","",303.0
803,"2659","Vegetable textile fibres, nes, and waste","4digit","Vegetable textile fibres, nes, and waste","","Vegetable textile fibres, nes, and waste","",303.0
804,"2665","Discontinuous synthetic fibres, not carded or combed","4digit","Discontinuous synthetic fibres, not carded or combed","","Discontinuous synthetic fibres, not carded or combed","",304.0
805,"2666","Continuous filament tow for synthetic (discontinuous) fibres","4digit","Continuous filament tow for synthetic (discontinuous) fibres","","Continuous filament tow for synthetic (discontinuous) fibres","",304.0
806,"2667","Discontinuous synthetic fibres, carded or combed","4digit","Discontinuous synthetic fibres, carded or combed","","Discontinuous synthetic fibres, carded or combed","",304.0
807,"2671","Regenerated fibre suitable for spinning","4digit","Regenerated fibre suitable for spinning","","Regenerated fibre suitable for spinning","",305.0
808,"2672","Waste of man-made fibres, not carded or combed","4digit","Waste of man-made fibres, not carded or combed","","Waste of man-made fibres, not carded or combed","",305.0
809,"2681","Wool greasy or fleece-washed of sheep or lambs","4digit","Wool greasy or fleece-washed of sheep or lambs","","Wool greasy or fleece-washed of sheep or lambs","",306.0
810,"2682","Wool degreased, uncombed of sheep or lambs","4digit","Wool degreased, uncombed of sheep or lambs","","Wool degreased, uncombed of sheep or lambs","",306.0
811,"2683","Fine animal hair, not carded or combed","4digit","Fine animal hair, not carded or combed","","Fine animal hair, not carded or combed","",306.0
812,"2685","Horsehair and other coarse animal hair, not carded or combed","4digit","Horsehair and other coarse animal hair, not carded or combed","","Horsehair and other coarse animal hair, not carded or combed","",306.0
813,"2686","Waste of sheep's or lambs' wool, or of other animal hair, nes","4digit","Waste of sheep's or lambs' wool, or of other animal hair, nes","","Waste of sheep's or lambs' wool, or of other animal hair, nes","",306.0
814,"2687","Sheep's or lambs' wool, or of other animal hair, carded or combed","4digit","Sheep's or lambs' wool, or of other animal hair, carded or combed","","Sheep's or lambs' wool, or of other animal hair, carded or combed","",306.0
