"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
1412,"8951","Office and stationary supplies, of base metal","4digit","Office and stationary supplies, of base metal","","Office and stationary supplies, of base metal","",478.0
1413,"8952","Pens, pencils and, fountain pens","4digit","Pens, pencils and, fountain pens","","Pens, pencils and, fountain pens","",478.0
1414,"8959","Other office and stationary supplies","4digit","Other office and stationary supplies","","Other office and stationary supplies","",478.0
1415,"8960","Works of art, collectors' pieces and antiques","4digit","Works of art, collectors' pieces and antiques","","Works of art, collectors' pieces and antiques","",479.0
1416,"8972","Imitation jewellery","4digit","Imitation jewellery","","Imitation jewellery","",480.0
1417,"8973","Precious jewellery, goldsmiths' or silversmiths' wares","4digit","Precious jewellery, goldsmiths' or silversmiths' wares","","Precious jewellery, goldsmiths' or silversmiths' wares","",480.0
1418,"8974","Other articles of precious metals or rolled precious metals, nes","4digit","Other articles of precious metals or rolled precious metals, nes","","Other articles of precious metals or rolled precious metals, nes","",480.0
1419,"8981","Pianos, other string musical instruments","4digit","Pianos, other string musical instruments","","Pianos, other string musical instruments","",481.0
1420,"8982","Musical instruments, nes","4digit","Musical instruments, nes","","Musical instruments, nes","",481.0
1421,"8983","Sound recording tape, discs","4digit","Sound recording tape, discs","","Sound recording tape, discs","",481.0
1422,"8989","Parts, nes of and accessories for musical instruments; metronomes","4digit","Parts, nes of and accessories for musical instruments; metronomes","","Parts, nes of and accessories for musical instruments; metronomes","",481.0
1423,"8991","Articles and manufacture of carving, moulding materials, nes","4digit","Articles and manufacture of carving, moulding materials, nes","","Articles and manufacture of carving, moulding materials, nes","",482.0
1424,"8993","Candles, matches, combustible products, etc","4digit","Candles, matches, combustible products, etc","","Candles, matches, combustible products, etc","",482.0
1425,"8994","Umbrellas, canes and similar articles and parts thereof","4digit","Umbrellas, canes and similar articles and parts thereof","","Umbrellas, canes and similar articles and parts thereof","",482.0
1426,"8996","Orthopaedic appliances, hearing aids, artificial parts of the body","4digit","Orthopaedic appliances, hearing aids, artificial parts of the body","","Orthopaedic appliances, hearing aids, artificial parts of the body","",482.0
1427,"8997","Basketwork, wickerwork; brooms, paint rollers, etc","4digit","Basketwork, wickerwork; brooms, paint rollers, etc","","Basketwork, wickerwork; brooms, paint rollers, etc","",482.0
1428,"8998","Small-wares and toilet articles, nes; sieves; tailors' dummies, etc","4digit","Small-wares and toilet articles, nes; sieves; tailors' dummies, etc","","Small-wares and toilet articles, nes; sieves; tailors' dummies, etc","",482.0
1429,"8999","Manufactured goods, nes","4digit","Manufactured goods, nes","","Manufactured goods, nes","",482.0
1430,"9110","Postal packages not classified according to kind","4digit","Postal packages not classified according to kind","","Postal packages not classified according to kind","",483.0
1431,"9310","Special transactions, commodity not classified according to class","4digit","Special transactions, commodity not classified according to class","","Special transactions, commodity not classified according to class","",484.0
1432,"9410","Animals, live, nes, (including zoo animals, pets, insects, etc)","4digit","Animals, live, nes, (including zoo animals, pets, insects, etc)","","Animals, live, nes, (including zoo animals, pets, insects, etc)","",485.0
1433,"9510","Armoured fighting vehicles, war firearms, ammunition, parts, nes","4digit","Armoured fighting vehicles, war firearms, ammunition, parts, nes","","Armoured fighting vehicles, war firearms, ammunition, parts, nes","",486.0
1434,"9610","Coin (other than gold coin), not being legal tender","4digit","Coin (other than gold coin), not being legal tender","","Coin (other than gold coin), not being legal tender","",487.0
