code	level	name_en	name_short_en	name_es	name_short_es
0412	level3	Other wheat and meslin, unmilled	Other wheat and meslin, unmilled		
0421	level3	Rice in the husk or husked, but not farther prepared	Rice in the husk or husked, but not farther prepared		
0422	level3	Rice, semi-milled or wholly milled	Rice, semi-milled or wholly milled		
0430	level3	Barley, unmilled	Barley, unmilled		
0440	level3	Maize, unmilled	Maize, unmilled		
0451	level3	Rye, unmilled	Rye, unmilled		
0452	level3	Oats, unmilled	Oats, unmilled		
0459	level3	Buckwheat, millet, etc, and other cereals, unmilled, nes	Buckwheat, millet, etc, and other cereals, unmilled, nes		
0460	level3	Meal and flour of wheat and flour of meslin	Meal and flour of wheat and flour of meslin		
0470	level3	Other cereal meals and flour	Other cereal meals and flour		
0481	level3	Cereal grains, worked or prepared, not elsewhere specified	Cereal grains, worked or prepared, not elsewhere specified		
0482	level3	Malt, roasted or not, including flour	Malt, roasted or not, including flour		
0483	level3	Macaroni, spaghetti and similar products	Macaroni, spaghetti and similar products		
0484	level3	Bakery products	Bakery products		
0488	level3	Malt extract; cereals preparations with less 50% of cocoa	Malt extract; cereals preparations with less 50% of cocoa		
0541	level3	Potatoes, fresh or chilled, excluding sweet potatoes	Potatoes, fresh or chilled, excluding sweet potatoes		
0542	level3	Beans, peas, other leguminous vegetables, dried, shelled	Beans, peas, other leguminous vegetables, dried, shelled		
0544	level3	Tomatoes, fresh or chilled	Tomatoes, fresh or chilled		
0545	level3	Other fresh or chilled vegetables	Other fresh or chilled vegetables		
0546	level3	Vegetables, frozen or in temporary preservative	Vegetables, frozen or in temporary preservative		
0548	level3	Vegetable products roots and tubers, nes, fresh, dried	Vegetable products roots and tubers, nes, fresh, dried		
0561	level3	Vegetables (excluding leguminous), dried, evaporated, etc	Vegetables (excluding leguminous), dried, evaporated, etc		
0564	level3	Flour, meals and flakes of potatoes, fruit and vegetables, nes	Flour, meals and flakes of potatoes, fruit and vegetables, nes		
0565	level3	Vegetables, prepared or preserved, nes	Vegetables, prepared or preserved, nes		
0571	level3	Oranges, mandarins, etc, fresh or dried	Oranges, mandarins, etc, fresh or dried		
0572	level3	Other citrus fruits, fresh or dried	Other citrus fruits, fresh or dried		
0573	level3	Banana, plantain, fresh or dried	Banana, plantain, fresh or dried		
0574	level3	Apples, fresh	Apples, fresh		
0575	level3	Grapes, fresh or dried	Grapes, fresh or dried		
0576	level3	Figs, fresh or dried	Figs, fresh or dried		
0577	level3	Nuts edible, fresh or dried	Nuts edible, fresh or dried		
0579	level3	Fruit, fresh or dried, nes	Fruit, fresh or dried, nes		
0582	level3	Fruit, fruit-peel and parts of plants, preserved by sugar	Fruit, fruit-peel and parts of plants, preserved by sugar		
0583	level3	Jams, jellies, marmalades, etc, as cooked preparations	Jams, jellies, marmalades, etc, as cooked preparations		
0585	level3	Fruit or vegetable juices	Fruit or vegetable juices		
0586	level3	Fruit, temporarily preserved	Fruit, temporarily preserved		
0589	level3	Fruit prepared or preserved, nes	Fruit prepared or preserved, nes		
0611	level3	Sugars, beet and cane, raw, solid	Sugars, beet and cane, raw, solid		
0612	level3	Refined sugar etc	Refined sugar etc		
0615	level3	Molasses	Molasses		
0616	level3	Natural honey	Natural honey		
0619	level3	Sugars and syrups nes; artificial honey; caramel	Sugars and syrups nes; artificial honey; caramel		
0620	level3	Sugar confectionery and preparations, non-chocolate	Sugar confectionery and preparations, non-chocolate		
0711	level3	Coffee green, roasted; coffee substitutes containing coffee	Coffee green, roasted; coffee substitutes containing coffee		
0712	level3	Coffee extracts, essences or concentrates	Coffee extracts, essences or concentrates		
0721	level3	Cocoa beans, raw, roasted	Cocoa beans, raw, roasted		
0722	level3	Cocoa powder, unsweetened	Cocoa powder, unsweetened		
0723	level3	Cocoa butter and paste	Cocoa butter and paste		
0730	level3	Chocolate and other preparations containing cocoa, nes	Chocolate and other preparations containing cocoa, nes		
0741	level3	Tea	Tea		
0742	level3	Mate	Mate		
0751	level3	"Pepper of ""piper""; pimento of ""capsicum or pimenta"""	"Pepper of ""piper""; pimento of ""capsicum or pimenta"""		
0752	level3	Spices, except pepper and pimento	Spices, except pepper and pimento		
0811	level3	Hay and fodder, green or dry	Hay and fodder, green or dry		
0813	level3	Oilcake and other residues (except dregs)	Oilcake and other residues (except dregs)		
0814	level3	Flours and meals, of meat, fish,etc, unfit for human; greaves	Flours and meals, of meat, fish,etc, unfit for human; greaves		
0819	level3	Food waste and prepared animal feed, nes	Food waste and prepared animal feed, nes		
0913	level3	Lard, pig and poultry fat, rendered or solvent-extracted	Lard, pig and poultry fat, rendered or solvent-extracted		
0914	level3	Margarine, imitation lard and other prepared edible fats, nes	Margarine, imitation lard and other prepared edible fats, nes		
0980	level3	Edible products and preparations, nes	Edible products and preparations, nes		
1110	level3	Non-alcoholic beverages, nes	Non-alcoholic beverages, nes		
1121	level3	Wine of fresh grapes etc	Wine of fresh grapes etc		
1122	level3	Other fermented beverages, nes (cider, perry, mead, etc)	Other fermented beverages, nes (cider, perry, mead, etc)		
1123	level3	Beer made from malt (including ale, stout and porter)	Beer made from malt (including ale, stout and porter)		
1124	level3	Distilled alcoholic beverages, nes	Distilled alcoholic beverages, nes		
1211	level3	Tobacco, not stripped	Tobacco, not stripped		
1212	level3	Tobacco, wholly or partly stripped	Tobacco, wholly or partly stripped		
1213	level3	Tobacco refuse	Tobacco refuse		
1221	level3	Cigars, cheroots: cigarillos	Cigars, cheroots: cigarillos		
1222	level3	Cigarettes	Cigarettes		
1223	level3	Tobacco, manufactured; tobacco extract and essences	Tobacco, manufactured; tobacco extract and essences		
2111	level3	Bovine and equine hides, raw, whether or not split	Bovine and equine hides, raw, whether or not split		
2112	level3	Calf skins, raw, whether or not split	Calf skins, raw, whether or not split		
2114	level3	Goat and kid skins, raw, whether or not split	Goat and kid skins, raw, whether or not split		
2116	level3	Sheep and lamb skin with the wool on, raw, whether or not split	Sheep and lamb skin with the wool on, raw, whether or not split		
2117	level3	Sheep and lamb skin without the wool, raw, whether or not split	Sheep and lamb skin without the wool, raw, whether or not split		
2119	level3	Hides and skins, nes; waste and used leather	Hides and skins, nes; waste and used leather		
2120	level3	Furskins, raw	Furskins, raw		
2221	level3	Groundnuts, green	Groundnuts, green		
2222	level3	Soya beans	Soya beans		
2223	level3	Cotton seeds	Cotton seeds		
2224	level3	Sunflower seeds	Sunflower seeds		
2225	level3	Sesame seeds	Sesame seeds		
2226	level3	Rape and colza seeds	Rape and colza seeds		
2231	level3	Copra	Copra		
2232	level3	Palm nuts and kernels	Palm nuts and kernels		
2234	level3	Linseed	Linseed		
2235	level3	Castor oil seeds	Castor oil seeds		
2238	level3	Oil seeds and oleaginous fruits, nes	Oil seeds and oleaginous fruits, nes		
2239	level3	Flour or meals of oil seeds or oleaginous fruit, non-defatted	Flour or meals of oil seeds or oleaginous fruit, non-defatted		
2320	level3	Natural rubber latex; natural rubber and gums	Natural rubber latex; natural rubber and gums		
2331	level3	Synthetic rubber, latex; factice derived from oils	Synthetic rubber, latex; factice derived from oils		
2332	level3	Reclaimed rubber, waste, scrap of unhardened rubber	Reclaimed rubber, waste, scrap of unhardened rubber		
2440	level3	Cork, natural, raw and waste	Cork, natural, raw and waste		
2450	level3	Fuel wood and wood charcoal	Fuel wood and wood charcoal		
2460	level3	Pulpwood (including chips and wood waste)	Pulpwood (including chips and wood waste)		
2471	level3	Sawlogs and veneer logs, of coniferous species	Sawlogs and veneer logs, of coniferous species		
2472	level3	Sawlogs and veneer logs, of non-coniferous species	Sawlogs and veneer logs, of non-coniferous species		
2479	level3	Pitprops, poles, piling, post and other wood in the rough, nes	Pitprops, poles, piling, post and other wood in the rough, nes		
2481	level3	Railway or tramway sleepers (ties) of wood	Railway or tramway sleepers (ties) of wood		
2482	level3	Wood of coniferous species, sawn, planed, tongued, grooved, etc	Wood of coniferous species, sawn, planed, tongued, grooved, etc		
2483	level3	Wood, non-coniferous species, sawn, planed, tongued, grooved, etc	Wood, non-coniferous species, sawn, planed, tongued, grooved, etc		
2511	level3	Waste paper and paperboard, etc	Waste paper and paperboard, etc		
2512	level3	Mechanical wood pulp	Mechanical wood pulp		
2516	level3	Chemical wood pulp, dissolving grades	Chemical wood pulp, dissolving grades		
2517	level3	Chemical wood pulp, soda or sulphate	Chemical wood pulp, soda or sulphate		
2518	level3	Chemical wood pulp, sulphite	Chemical wood pulp, sulphite		
2519	level3	Other cellulosic pulps	Other cellulosic pulps		
2613	level3	Raw silk (not thrown)	Raw silk (not thrown)		
2614	level3	Silk worm cocoons and silk waste	Silk worm cocoons and silk waste		
2631	level3	Raw cotton, excluding linters, not carded or combed	Raw cotton, excluding linters, not carded or combed		
2632	level3	Cotton linters	Cotton linters		
2633	level3	Cotton waste, not carded or combed	Cotton waste, not carded or combed		
2634	level3	Cotton, carded or combed	Cotton, carded or combed		
2640	level3	Jute, other textile bast fibres, nes, raw, processed but not spun	Jute, other textile bast fibres, nes, raw, processed but not spun		
2651	level3	Flax and ramie, flax tow, ramie noils, and waste	Flax and ramie, flax tow, ramie noils, and waste		
2652	level3	True hemp, raw or processed but not spun, its tow and waste	True hemp, raw or processed but not spun, its tow and waste		
2654	level3	Sisal, agave fibres, raw or processed but not spun, and waste	Sisal, agave fibres, raw or processed but not spun, and waste		
2655	level3	Manila hemp, raw or processed but not spun, its tow and waste	Manila hemp, raw or processed but not spun, its tow and waste		
2659	level3	Vegetable textile fibres, nes, and waste	Vegetable textile fibres, nes, and waste		
2665	level3	Discontinuous synthetic fibres, not carded or combed	Discontinuous synthetic fibres, not carded or combed		
2666	level3	Continuous filament tow for synthetic (discontinuous) fibres	Continuous filament tow for synthetic (discontinuous) fibres		
2667	level3	Discontinuous synthetic fibres, carded or combed	Discontinuous synthetic fibres, carded or combed		
