code	level	name_sp_full	name_es	name_short_es	name_en	name_short_en
2922	class	Fabricación de máquinas - herramienta	Fabricación de máquinas - herramienta	Máquinas - herramienta	Manufacture of machine-tools	Machine-tools
2923	class	Fabricación de maquinaria para la metalurgía	Fabricación de maquinaria para la metalurgía	Maquinaria para la metalurgía	Manufacture of machinery for metallurgy	Machinery for metallurgy
2924	class	Fabricación de maquinaria para la explotación de minas y canteras y para la construcción	Fabricación de maquinaria para la explotación de minas y canteras y para la construcción	Maquinaria para la explotación de minas y canteras y para la construcción	Manufacture of machinery for mining, quarrying and construction	Machinery for mining, quarrying and construction
2925	class	Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco	Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco	Maquinaria para la elaboración de alimentos, bebidas y tabaco	Manufacture of machinery for food, beverage and tobacco processing	Machinery for food, beverage and tobacco processing
2926	class	Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Manufacture of machinery for textile, apparel and leather production	Machinery for textile, apparel and leather production
2927	class	Fabricación de armas y municiones	Fabricación de armas y municiones	Armas y municiones	Manufacture of weapons and ammunition	Weapons and ammunition
2929	class	Fabricación de otros tipos de maquinaria de uso especial ncp	Fabricación de otros tipos de maquinaria de uso especial ncp	Otros tipos de maquinaria de uso especial ncp	Manufacture of other special purpose machinery n.e.c.	Other special purpose machinery n.e.c.
2930	class	Fabricación de aparatos de uso doméstico ncp	Fabricación de aparatos de uso doméstico ncp	Aparatos de uso doméstico ncp	Manufacture of domestic appliances n.e.c.	Domestic appliances n.e.c.
3000	class	Fabricación de maquinaria de oficina , contabilidad e informática	Fabricación de maquinaria de oficina , contabilidad e informática	Maquinaria de oficina, contabilidad e informática	Manufacture of office, accounting and computing machinery	Office, accounting and computing machinery
3110	class	Fabricación de motores, generadores y transformadores eléctricos	Fabricación de motores, generadores y transformadores eléctricos	Motores, generadores y transformadores eléctricos	Manufacture of electric motors, generators and transformers	Electric motors, generators and transformers
3120	class	Fabricación de aparatos de distribución y control de la energía eléctrica	Fabricación de aparatos de distribución y control de la energía eléctrica	Aparatos de distribución y control de la energía eléctrica	Manufacture of electricity distribution and control apparatus	Electricity distribution and control apparatus
3130	class	Fabricación de hilos y cables aislados	Fabricación de hilos y cables aislados	Hilos y cables aislados	Manufacture of insulated wire and cable	Insulated wire and cable
3140	class	Fabricación de acumuladores y de pilas eléctricas	Fabricación de acumuladores y de pilas eléctricas	Acumuladores y pilas eléctricas	Manufacture of accumulators, primary cells and primary batteries	Accumulators, primary cells and primary batteries
3150	class	Fabricación de lámparas eléctricas y equipo de iluminación	Fabricación de lámparas eléctricas y equipo de iluminación	Lámparas eléctricas y equipo de iluminación	Manufacture of electric lamps and lighting equipment	Electric lamps and lighting equipment
3190	class	Fabricación de otros tipos de equipo eléctrico ncp	Fabricación de otros tipos de equipo eléctrico ncp	Otros tipos de equipo eléctrico ncp	Manufacture of other electrical equipment n.e.c.	Other electrical equipment n.e.c.
3210	class	Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos	Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos	Tubos y válvulas electrónicas y de otros componentes electrónicos	Manufacture of electronic valves and tubes and other electronic components	Electronic valves and tubes and other electronic components
3220	class	Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy	Television and radio transmitters and apparatus for line telephony and line telegraphy
3230	class	Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos	Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos	Receptores de radio y televisión, de aparatos de grabación y de reproducción del sonido o de la imagen	Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods	Television and radio receivers, sound or video recording or reproducing apparatus
3311	class	Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Manufacture of medical and surgical equipment and orthopaedic appliances	Medical and surgical equipment and orthopaedic appliances
3312	class	Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales	Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales	Instrumentos y aparatos para medir, verificar y otros fines	Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment	Instruments and appliances for measuring, checking and other purposes
3313	class	Fabricación de equipo de control de procesos industriales	Fabricación de equipo de control de procesos industriales	Equipo de control de procesos industriales	Manufacture of industrial process control equipment	Industrial process control equipment
3320	class	Fabricación de instrumentos ópticos y de equipo fotográfico	Fabricación de instrumentos ópticos y de equipo fotográfico	Instrumentos ópticos y de equipo fotográfico	Manufacture of optical instruments and photographic equipment	Optical instruments and photographic equipment
3330	class	Fabricación de relojes	Fabricación de relojes	Relojes	Manufacture of watches and clocks	Watches and clocks
3410	class	Fabricación de vehículos automotores y sus motores	Fabricación de vehículos automotores y sus motores	Vehículos automotores y sus motores	Manufacture of motor vehicles	Motor vehicles
3420	class	Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques	Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques	Carrocerías para vehículos automotores, remolques y semirremolques	Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers	Bodies for motor vehicles, trailers and semi-trailers
3430	class	Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores	Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores	Partes, piezas y accesorios para vehículos automotores y para sus motores	Manufacture of parts and accessories for motor vehicles and their engines	Parts and accessories for motor vehicles and their engines
3511	class	Construcción y reparación de buques	Construcción y reparación de buques	Buques	Building and repairing of ships	Ships
3512	class	Construcción y reparación de embarcaciones de de recreo y de deporte	Construcción y reparación de embarcaciones de de recreo y de deporte	Embarcaciones de de recreo y de deporte	Building and repairing of pleasure and sporting boats	Pleasure and sporting boats
3520	class	Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías	Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías	Locomotoras y material rodante para ferrocarriles y tranvías	Manufacture of railway and tramway locomotives and rolling stock	Railway and tramway locomotives and rolling stock
3530	class	Fabricación de aeronaves y de naves espaciales	Fabricación de aeronaves y de naves espaciales	Aeronaves y naves espaciales	Manufacture of aircraft and spacecraft	Aircraft and spacecraft
3591	class	Fabricación de motocicletas	Fabricación de motocicletas	Motocicletas	Manufacture of motorcycles	Motorcycles
3592	class	Fabricación de bicicletas y de sillones de ruedas para discapacitados	Fabricación de bicicletas y de sillones de ruedas para discapacitados	Bicicletas y de sillones de ruedas para discapacitados	Manufacture of bicycles and invalid carriages	Bicycles and invalid carriages
3599	class	Fabricación de otros tipos de equipo de transporte ncp	Fabricación de otros tipos de equipo de transporte ncp	Otros tipos de equipo de transporte ncp	Manufacture of other transport equipment n.e.c.	Other transport equipment n.e.c.
3611	class	Fabricación de muebles para el hogar	Fabricación de muebles para el hogar	Muebles para el hogar	Manufacture of home furniture	Home furniture
3612	class	Fabricación de muebles para oficina	Fabricación de muebles para oficina	Muebles para oficina	Manufacture of office furniture	Office furniture
3613	class	Fabricación de muebles para comercio y servicios	Fabricación de muebles para comercio y servicios	Muebles para comercio y servicios	Manufacture of trade and services furniture	Trade and services furniture
3614	class	Fabricación de colchones y somieres	Fabricación de colchones y somieres	Colchones y somieres	Manufacture of mattresses and box springs	Mattresses and box springs
3619	class	Fabricación de otros muebles ncp	Fabricación de otros muebles ncp	Otros muebles ncp	Manufacture of other furniture n.e.c.	Other furniture n.e.c.
3691	class	Fabricación de joyas y de artículos conexos	Fabricación de joyas y de artículos conexos	Joyas y de artículos conexos	Manufacture of jewellery and related articles	Jewellery and related articles
3692	class	Fabricación de instrumentos musicales	Fabricación de instrumentos musicales	Instrumentos musicales	Manufacture of musical instruments	Musical instruments
3693	class	Fabricación de artículos deportivos	Fabricación de artículos deportivos	Artículos deportivos	Manufacture of sports goods	Sports goods
3694	class	Fabricación de juegos y juguetes	Fabricación de juegos y juguetes	Juegos y juguetes	Manufacture of games and toys	Games and toys
3699	class	Otras industrias manufactureras ncp	Otras industrias manufactureras ncp	Otras industrias manufactureras ncp	Other manufacturing n.e.c.	Other manufacturing n.e.c.
3710	class	Reciclaje de desperdicios y de desechos metálicos	Reciclaje de desperdicios y de desechos metálicos	Reciclaje de desperdicios y de desechos metálicos	Recycling of metal waste and scrap	Recycling of metal waste and scrap
3720	class	Reciclaje de desperdicios y de desechos no metálicos	Reciclaje de desperdicios y de desechos no metálicos	Reciclaje de desperdicios y de desechos no metálicos	Recycling of non-metal waste and scrap	Recycling of non-metal waste and scrap
4010	class	Generación, captación y distribución de energía eléctrica	Generación, captación y distribución de energía eléctrica	Generación, captación y distribución de energía eléctrica	Production, collection and distribution of electricity	Production, collection and distribution of electricity
4020	class	Fabricación de gas; distribución de combustibles gaseosos por tuberías	Fabricación de gas; distribución de combustibles gaseosos por tuberías	Gas; distribución de combustibles gaseosos por tuberías	Manufacture of gas; distribution of gaseous fuels through mains	Gas; distribution of gaseous fuels through mains
4030	class	Suministro de vapor y agua caliente	Suministro de vapor y agua caliente	Suministro de vapor y agua caliente	Steam and hot water supply	Steam and hot water supply
4100	class	Captación, depuración y distribución de agua	Captación, depuración y distribución de agua	Captación, depuración y distribución de agua	Collection, purification and distribution of water	Collection, purification and distribution of water
4511	class	Trabajos de demolición y preparación de terrenos ' para la construcción de edificaciones	Trabajos de demolición y preparación de terrenos para la construcción de edificaciones	Demolición y preparación de terrenos para construcción	Demolition and site preparation for the construction of buildings	Demolition and site preparation for the construction of buildings
4512	class	Trabajos de preparación de terrenos para obras civiles	Trabajos de preparación de terrenos para obras civiles	Trabajos de preparación de terrenos para obras civiles	Site preparation for civil works	Site preparation for civil works
4521	class	Construcción de edificaciones para uso residencial	Construcción de edificaciones para uso residencial	Construcción de edificaciones para uso residencial	Building of complete constructions or parts thereof for residential use	Building of complete constructions or parts thereof for residential use
4522	class	Construcción de edificaciones para uso no residencial	Construcción de edificaciones para uso no residencial	Construcción de edificaciones para uso no residencial	Building of complete constructions or parts thereof for non-residential use	Building of complete constructions or parts thereof for non-residential use
4530	class	Construcción de obras de ingeniería civil	Construcción de obras de ingeniería civil	Construcción de obras de ingeniería civil	Building of civil engineering works	Building of civil engineering works
4541	class	Instalaciones hidráulicas y trabajos conexos	Instalaciones hidráulicas y trabajos conexos	Instalaciones hidráulicas y trabajos conexos	Installation of hydraulic systems and related work	Hydraulic systems and related work
4542	class	Trabajos de electricidad	Trabajos de electricidad	Trabajos de electricidad	Electrical work	Electrical work
4543	class	Trabajos de instalación de equipos	Trabajos de instalación de equipos	Trabajos de instalación de equipos	Equipment installation work	Equipment installation work
4549	class	Otros trabajos de acondicionamiento	Otros trabajos de acondicionamiento	Otros trabajos de acondicionamiento	Other remodeling work	Other remodeling work
4551	class	Instalación de vidrios y ventanas '	Instalación de vidrios y ventanas	Instalación de vidrios y ventanas	Installation of glass and windows	Installation of glass and windows
4552	class	Trabajos de pintura y terminación de muros y pisos	Trabajos de pintura y terminación de muros y pisos	Trabajos de pintura y terminación de muros y pisos	Painting and finishing of walls and floors	Painting and finishing of walls and floors
4559	class	Otros trabajos de terminación y acabado	Otros trabajos de terminación y acabado	Otros trabajos de terminación y acabado	Other finishing work	Other finishing work
4560	class	Alquiler de equipo para construcción y demolición dotado de operarios	Alquiler de equipo para construcción y demolición dotado de operarios	Alquiler de equipo para construcción y demolición dotado de operarios	Renting of construction or demolition equipment with operator	Renting of construction or demolition equipment with operator
5011	class	Comercio de vehículos automotores nuevos	Comercio de vehículos automotores nuevos	Comercio de automotores nuevos	Sale of new motor vehicles	Sale of new motor vehicles
5012	class	Comercio de vehículos automotores usados 1	Comercio de vehículos automotores usados	Comercio de automotores usados	Sale of used motor vehicles	Sale of used motor vehicles
5020	class	Mantenimiento y reparación de vehículos automotores	Mantenimiento y reparación de vehículos automotores	Mantenimiento y reparación de automotores	Maintenance and repair of motor vehicles	Maintenance and repair of motor vehicles
5030	class	Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores	Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores	Comercio de partes, piezas y accesorios para vehículos automotores	Sale of motor vehicle parts and accessories	Sale of motor vehicle parts and accessories
5040	class	Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios	Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios	Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios	Sale, maintenance and repair of motorcycles and related parts and accessories	Sale, maintenance and repair of motorcycles and related parts and accessories
5051	class	Comercio al por menor de combustible para automotores	Comercio al por menor de combustible para automotores	Comercio al por menor de combustible para automotores	Retail sale of automotive fuel	Retail sale of automotive fuel
5052	class	Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores	Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores	Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores	Retail sale of automotive lubricants, aditives and cleaning products	Retail sale of automotive lubricants, aditives and cleaning products
5111	class	Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos	Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos	Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos	Wholesale on a fee or contract basis of agricultural products (except coffee), forestry and live animals and their products	Wholesale on a fee or contract basis of agricultural products (except coffee), forestry and live animals and their products
5112	class	Comercio al por mayor a cambio de una retribución o por contrata de café pergamino	Comercio al por mayor a cambio de una retribución o por contrata de café pergamino	Comercio al por mayor a cambio de una retribución o por contrata de café pergamino	Wholesale on a fee or contract basis of parchment coffee	Wholesale on a fee or contract basis of parchment coffee
5113	class	Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados	Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados	Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados	Wholesale on a fee or contract basis of manufactured products	Wholesale on a fee or contract basis of manufactured products
5119	class	Comercio al por mayor a cambio de una retribución o por contrata de productos ncp	Comercio al por mayor a cambio de una retribución o por contrata de productos ncp	Comercio al por mayor a cambio de una retribución o por contrata de productos ncp	Wholesale on a fee or contract basis of goods n.e.c.	Wholesale on a fee or contract basis of goods n.e.c.
5121	class	Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores	Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores	Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores	Wholesale of raw materials, agricultural products, except coffee and flowers	Wholesale of raw materials, agricultural products, except coffee and flowers
5122	class	Comercio al por mayor de café pergamino	Comercio al por mayor de café pergamino	Comercio al por mayor de café pergamino	Wholesale of parchment coffee	Wholesale of parchment coffee
5123	class	Comercio al por mayor de flores y plantas ornamentales	Comercio al por mayor de flores y plantas ornamentales	Comercio al por mayor de flores y plantas ornamentales	Wholesale of flowers and ornamental plants	Wholesale of flowers and ornamental plants
5124	class	Comercio al por mayor de materias primas pecuarias y de animales vivos	Comercio al por mayor de materias primas pecuarias y de animales vivos	Comercio al por mayor de materias primas pecuarias y de animales vivos	Wholesale of livestock raw materials and live animals	Wholesale of livestock raw materials and live animals
5125	class	Comercio al por mayor de productos alimenticios, excepto café trillado	Comercio al por mayor de productos alimenticios, excepto café trillado	Comercio al por mayor de productos alimenticios, excepto café trillado	Wholesale of food, except coffee threshings	Wholesale of food, except coffee threshings
5126	class	Comercio al por mayor de café trillado	Comercio al por mayor de café trillado	Comercio al por mayor de café trillado	Wholesale of agricultural raw materials and live animals	Wholesale coffee threshing
5127	class	Comercio al por mayor de bebidas y productos del tabaco	Comercio al por mayor de bebidas y productos del tabaco	Comercio al por mayor de bebidas y productos del tabaco	Wholesale of food, beverages and tobacco	Wholesale of beverages and snuff products
5131	class	Comercio al por mayor de productos textiles y productos ' confeccionados para uso doméstico	Comercio al por mayor de productos textiles y productos confeccionados para uso doméstico	Comercio al por mayor textiles y confecciones	Wholesale trade of textiles and ready-made products for domestic use	Wholesale trade of textiles
5132	class	Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel	Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel	Comercio al por mayor de prendas de vestir	Wholesale of clothing, clothing accessories and articles of fur	Wholesale of clothing, clothing accessories and articles of fur
5133	class	Comercio al por mayor de calzado	Comercio al por mayor de calzado	Comercio al por mayor de calzado	Wholesale of footwear	Wholesale of footwear
5134	class	Comercio al por mayor de aparatos, artículos y equipo de uso doméstico	Comercio al por mayor de aparatos, artículos y equipo de uso doméstico	Comercio al por mayor de electrodomésticos	Wholesale of domestic appliances, articles and equipment	Wholesale of domestic appliances
5135	class	Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador	Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador	Comercio al por mayor de farmacéuticos, cosméticos	Wholesale of pharmaceutical, medical, cosmetic and toiletry products	Wholesale of pharmaceutical, cosmetic
5136	class	Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos	Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos	Comercio al por mayor de equipos médicos	Wholesale of medical and surgical equipment and prosthetic and orthotic devices	Wholesale of medical equipment
5137	class	Comercio al por mayor de papel y cartón; productos de papel y cartón	Comercio al por mayor de papel y cartón; productos de papel y cartón	Comercio al por mayor de papel, cartón y sus productos	Wholesale of paper and cardboard; Paper and cardboard products	Wholesale of paper and cardboard and products thereof
5139	class	Comercio al por mayor de otros productos de consumo ncp	Comercio al por mayor de otros productos de consumo ncp	Comercio al por mayor de otros de consumo ncp	Wholesale of other consumer goods n.e.c.	Wholesale of other consumer goods n.e.c.
5141	class	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Wholesale of construction materials, hardware and glass	Wholesale of construction materials, hardware and glass
5142	class	Comercio al por mayor de pinturas y productos conexos	Comercio al por mayor de pinturas y productos conexos	Comercio al por mayor de pinturas y productos conexos	Wholesale of paints and related products	Wholesale of paints and related products
5151	class	Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos	Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos	Comercio al por mayor de combustibles	Wholesale of solid, liquid and gaseous fuels and related products	Wholesale of fuels
5152	class	Comercio al por mayor de metales y minerales metalíferos en formas primarias	Comercio al por mayor de metales y minerales metalíferos en formas primarias	Comercio al por mayor de metalminerales	Wholesale of metals and metal ores	Wholesale of metals and metal ores
5153	class	Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario	Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario	Comercio al por mayor de químicos básicos	Wholesale of basic chemicals, plastics and rubber in primary forms and chemicals for agricultural use	Wholesale of basic chemicals
5154	class	Comercio al por mayor de fibras textiles L	Comercio al por mayor de fibras textiles	Comercio al por mayor de fibras textiles	Wholesale of textile fibers	Wholesale of textile fibers
5155	class	Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje	Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje	Comercio al por mayor de desechos industriales	Wholesale of industrial waste and scrap and recycling material	Wholesale of industrial waste
5159	class	Comercio al por mayor de otros productos intermedios ncp ,	Comercio al por mayor de otros productos intermedios ncp	Comercio al por mayor de otros productos intermedios	Wholesale of other intermediate products n.e.c.	Wholesale of other intermediate products n.e.c.
5161	class	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Wholesale of machinery and equipment for agriculture, mining, construction and industry	Wholesale of machinery and equipment for agriculture, mining, construction and industry
5162	class	Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas	Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas	Comercio al por mayor de equipo de transporte, excepto automotores y motocicletas	Wholesale of transport equipment, except motor vehicles and motorcycles	Wholesale of transport equipment, except motor vehicles and motorcycles
5163	class	Comercio al por mayor de maquinaria para oficina, contabilidad e informática	Comercio al por mayor de maquinaria para oficina, contabilidad e informática	Comercio al por mayor de maquinaria y equipo oficina	Wholesale of office machinery, accounting and computing	Wholesale of office machinery, accounting and computing
5169	class	Comercio al por mayor de maquinaria y equipo ncp	Comercio al por mayor de maquinaria y equipo ncp	Comercio al por mayor de maquinaria y equipo ncp	Wholesale of machinery and equipment n.e.c.	Wholesale of machinery and equipment n.e.c.
5170	class	Mantenimiento y reparación de maquinaria y equipo	Mantenimiento y reparación de maquinaria y equipo	Mantenimiento y reparación de maquinaria y equipo	Maintenance and repair of machinery and equipment	Maintenance and repair of machinery and equipment
5190	class	Comercio al por mayor de productos diversos ncp	Comercio al por mayor de productos diversos ncp	Comercio al por mayor de productos diversos ncp	Wholesale of different products n.e.c.	Wholesale of different products n.e.c.
5211	class	Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco	Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco	Tiendas de alimentos, bebidas y tabaco	Retail sale in non-specialized stores with food, beverages or tobacco predominating	Non-specialized stores food, beverages or tobacco
5219	class	Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco	Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco	Tiendas otros productos	Retail sale in non-specialized stores with food, beverages or tobacco predominating	Retail sale in non-specialized stores with food, beverages or tobacco predominating
5221	class	Comercio al por menor de frutas y verduras en ~^ establecimientos especializados	Comercio al por menor de frutas y verduras en establecimientos especializados	Comercio al por menor de frutas y verduras	Retail sale of fruits and vegetables in specialized stores	Retail sale of fruits and vegetables
5222	class	Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados	Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados	Comercio al por menor de lácteos y huevos	Retail sale of milk, dairy products and eggs in specialized stores	Retail sale of milk, dairy products and eggs
5223	class	Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados l	Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados	Comercio al por menor de carnes y pescados	Retail sale of meats, meat products, fish and seafood in specialized stores	Retail sale of meats, meat products, fish and seafood
5224	class	/ Comercio al por menor de productos de confitería en establecimientos especializados	Comercio al por menor de productos de confitería en establecimientos especializados	Comercio al por menor de productos de confitería	Retail sale of confectionary products in specialized stores	Retail sale of confectionary products
5225	class	Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados	Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados	Comercio al por menor de bebidas y productos del tabaco	Retail sale of beverages and tobacco in specialized stores	Retail sale of beverages and tobacco
5229	class	Comercio al por menor de otros productos alimenticios ncp, en establecimientos especializados	Comercio al por menor de otros productos alimenticios ncp, en establecimientos especializados	Comercio al por menor de otros productos alimenticios ncp	Retail sale of other food products n.e.c. in specialized stores	Retail sale of other food products n.e.c.
5231	class	Comercio al por menor de productos farmacéuticos, medicinales, y odontológicos; artículos de perfumería, cosméticos y de tocador, en establecimientos especializados	Comercio al por menor de productos farmacéuticos, medicinales, y odontológicos; artículos de perfumería, cosméticos y de tocador, en establecimientos especializados	Comercio minorista farmacéuticos, cosméticos	Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores	Retail sale of pharmaceutical, cosmetic
5232	class	Comercio al por menor de productos textiles, en establecimientos especializados	Comercio al por menor de productos textiles, en establecimientos especializados	Comercio al por menor de productos textiles	Retail sale of textiles, in specialized stores	Retail sale of textiles
5233	class	Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel), en establecimientos especializados	Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel), en establecimientos especializados	Comercio al por menor confecciones	Retail sale of apparel and accessories (including articles of fur), in specialized stores	Retail sale of apparel and accessories
5234	class	Comercio al por menor de todo tipo de calzado, artículos de cuero y sucedáneos del cuero, en establecimientos especializados	Comercio al por menor de todo tipo de calzado, artículos de cuero y sucedáneos del cuero, en establecimientos especializados	Comercio al por menor calzado y cuero	Retail sale of all types of footwear, articles of leather and leather substitutes, in specialized stores	Retail sale of all types of footwear and leather
5235	class	Comercio al por menor de electrodomésticos, en establecimientos especializados	Comercio al por menor de electrodomésticos, en establecimientos especializados	Comercio al por menor de electrodomésticos	Retail sale of household appliances, articles and equipment	Retail sale of household appliances
5236	class	Comercio al por menor de muebles para el hogar, en establecimientos especializados	Comercio al por menor de muebles para el hogar, en establecimientos especializados	Comercio al por menor de muebles para el hogar	Retail sale of home furniture, in specialized stores	Retail sale of home furniture
5237	class	Comercio al por menor de equipo y artículos de uso doméstico diferentes de electrodomésticos y muebles para el hogar, en establecimientos especializados	Comercio al por menor de equipo y artículos de uso doméstico diferentes de electrodomésticos y muebles para el hogar, en establecimientos especializados	Comercio al por menor artículos hogar, exc electrodomésticos y muebles	Retail sale of household appliances, articles and equipment, and home furniture, in specialed stores	Retail sale of household articles, exc appliances and furniture
5239	class	Comercio al por menor de productos diversos ncp, en establecimientos especializados	Comercio al por menor de productos diversos ncp, en establecimientos especializados	Comercio al por menor de productos diversos ncp	Retail sale of various products n.e.c., in specialized stores	Retail sale of various products n.e.c.
5241	class	Comercio al por menor de artículos de ferretería, cerrajería y productos de vidrio, excepto pinturas, en establecimientos especializados	Comercio al por menor de artículos de ferretería, cerrajería y productos de vidrio, excepto pinturas, en establecimientos especializados	Comercio al por menor ferretería	Retail sale of hardware, locks and glass, except paints, in specialized stores	Retail sale of hardware, locks and glass
5242	class	Comercio al por menor de pinturas, en establecimientos especializados	Comercio al por menor de pinturas, en establecimientos especializados	Comercio al por menor de pinturas	Retail sale of paints, in specialized stores	Retail sale of paints
5243	class	Comercio al por menor de muebles para oficina, maquinaria ' y equipo de oficina, computadores y programas de computador, en establecimientos especializados	Comercio al por menor de muebles para oficina, maquinaria y equipo de oficina, computadores y programas de computador, en establecimientos especializados	Comercio al por menor de computadoras, muebles, equipo de oficina	Retail sale of office furniture, office machinery and equipment, computers and computer software, in specialized stores	Retail sale of computers, office furniture, equipment
5244	class	Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados	Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados	Comercio al por menor de libros, periódicos, y papelería	Retail sale of books, newspapers and stationery in specialized stores	Retail sale of books, newspapers and stationery
5245	class	Comercio al por menor de equipo fotográfico, en establecimientos especializados	Comercio al por menor de equipo fotográfico, en establecimientos especializados	Comercio al por menor de equipo fotográfico	Retail sale of photographic equipment, in specialized stores	Retail sale of photographic equipment
